match_id,year,round,home_team,away_team,home_score,away_score,start_timestamp
4768154,2014,Round of 16,Germany,Algeria,2,1,1404158400
4768156,2014,Round of 16,Argentina,Switzerland,1,0,1404230400
4768158,2014,Round of 16,Belgium,USA,2,1,1404244800
4768166,2014,Quarterfinals,France,Germany,0,1,1404489600
4768164,2014,Quarterfinals,Brazil,Colombia,2,1,1404504000
4768170,2014,Quarterfinals,Argentina,Belgium,1,0,1404576000
4768168,2014,Quarterfinals,Netherlands,Costa Rica,4,3,1404590400
4768172,2014,Semifinals,Brazil,Germany,1,7,1404849600
4768174,2014,Semifinals,Netherlands,Argentina,2,4,1404936000
4768176,2014,Match for 3rd place,Brazil,Netherlands,0,3,1405195200
4768178,2014,Final,Germany,Argentina,1,0,1405278000
4768734,2014,round_1,Colombia,Greece,3,0,1402761600
4768746,2014,round_1,Uruguay,Costa Rica,1,3,1402772400
4768748,2014,round_1,England,Italy,1,2,1402783200
4768736,2014,round_1,Côte d'Ivoire,Japan,2,1,1402794000
4768758,2014,round_1,Switzerland,Ecuador,2,1,1402848000
4768760,2014,round_1,France,Honduras,3,0,1402858800
4768770,2014,round_1,Argentina,Bosnia & Herzegovina,2,1,1402869600
4768782,2014,round_1,Germany,Portugal,4,0,1402934400
4768772,2014,round_1,Iran,Nigeria,0,0,1402945200
4768784,2014,round_1,Ghana,USA,1,2,1402956000
4768794,2014,round_1,Belgium,Algeria,2,1,1403020800
4768714,2014,round_2,Brazil,Mexico,0,0,1403031600
4768796,2014,round_1,Russia,South Korea,1,1,1403042400
4768728,2014,round_2,Australia,Netherlands,2,3,1403107200
4768726,2014,round_2,Spain,Chile,0,2,1403118000
4768716,2014,round_2,Cameroon,Croatia,0,4,1403128800
4768738,2014,round_2,Colombia,Côte d'Ivoire,2,1,1403193600
4768750,2014,round_2,Uruguay,England,2,1,1403204400
4768740,2014,round_2,Japan,Greece,0,0,1403215200
4768752,2014,round_2,Italy,Costa Rica,0,1,1403280000
4768762,2014,round_2,Switzerland,France,2,5,1403290800
4768764,2014,round_2,Honduras,Ecuador,1,2,1403301600
4768774,2014,round_2,Argentina,Iran,1,0,1403366400
4768786,2014,round_2,Germany,Ghana,2,2,1403377200
4768776,2014,round_2,Nigeria,Bosnia & Herzegovina,1,0,1403388000
4768798,2014,round_2,Belgium,Russia,1,0,1403452800
4768800,2014,round_2,South Korea,Algeria,2,4,1403463600
4768788,2014,round_2,USA,Portugal,2,2,1403474400
4768732,2014,round_3,Netherlands,Chile,2,0,1403539200
4768730,2014,round_3,Australia,Spain,0,3,1403539200
4768710,2014,round_1,Brazil,Croatia,3,1,1402603200
4768712,2014,round_1,Mexico,Cameroon,1,0,1402675200
4768722,2014,round_1,Spain,Netherlands,1,5,1402686000
4768724,2014,round_1,Chile,Australia,3,1,1402696800
7659892,2018,round_3,Spain,Morocco,2,2,1529949600
7659889,2018,round_3,Iran,Portugal,1,1,1529949600
7659894,2018,round_3,Australia,Peru,0,2,1530021600
7659891,2018,round_3,Denmark,France,0,0,1530021600
7659906,2018,round_3,Iceland,Croatia,1,2,1530036000
7659903,2018,round_3,Nigeria,Argentina,1,2,1530036000
7659905,2018,round_3,Mexico,Sweden,0,3,1530108000
7659904,2018,round_3,South Korea,Germany,2,0,1530108000
7659893,2018,round_3,Switzerland,Costa Rica,2,2,1530122400
7659890,2018,round_3,Serbia,Brazil,0,2,1530122400
7659895,2018,round_3,Japan,Poland,0,1,1530194400
7659897,2018,round_3,Senegal,Colombia,0,1,1530194400
7659901,2018,round_3,Panama,Tunisia,1,2,1530208800
7659902,2018,round_3,England,Belgium,0,1,1530208800
7665828,2018,Round of 16,France,Argentina,4,3,1530367200
7665827,2018,Round of 16,Uruguay,Portugal,2,1,1530381600
7665832,2018,Round of 16,Spain,Russia,4,5,1530453600
7665829,2018,Round of 16,Croatia,Denmark,4,3,1530468000
7665825,2018,Round of 16,Brazil,Mexico,2,0,1530540000
7665826,2018,Round of 16,Belgium,Japan,3,2,1530554400
7665831,2018,Round of 16,Sweden,Switzerland,1,0,1530626400
7665830,2018,Round of 16,Colombia,England,4,5,1530640800
7693129,2018,Quarterfinals,Uruguay,France,0,2,1530885600
7693128,2018,Quarterfinals,Brazil,Belgium,1,2,1530900000
7693130,2018,Quarterfinals,Sweden,England,0,2,1530972000
7693127,2018,Quarterfinals,Russia,Croatia,5,6,1530986400
7693134,2018,Semifinals,France,Belgium,1,0,1531245600
7693132,2018,Semifinals,Croatia,England,2,1,1531332000
7693133,2018,Match for 3rd place,Belgium,England,2,0,1531576800
7693131,2018,Final,France,Croatia,4,2,1531666800
7659860,2018,round_1,France,Australia,2,1,1529143200
7659864,2018,round_1,Argentina,Iceland,1,1,1529154000
7659861,2018,round_1,Peru,Denmark,0,1,1529164800
7659869,2018,round_1,Croatia,Nigeria,2,0,1529175600
7659866,2018,round_1,Costa Rica,Serbia,0,1,1529236800
7659868,2018,round_1,Germany,Mexico,0,1,1529247600
7659863,2018,round_1,Brazil,Switzerland,1,1,1529258400
7659878,2018,round_1,Sweden,South Korea,1,0,1529323200
7659886,2018,round_1,Belgium,Panama,3,0,1529334000
7659882,2018,round_1,Tunisia,England,1,2,1529344800
7659875,2018,round_1,Colombia,Japan,1,2,1529409600
7659876,2018,round_1,Poland,Senegal,1,2,1529420400
7659899,2018,round_2,Russia,Egypt,3,1,1529431200
7659877,2018,round_2,Portugal,Morocco,1,0,1529496000
7659872,2018,round_2,Uruguay,Saudi Arabia,1,0,1529506800
7659871,2018,round_2,Iran,Spain,0,1,1529517600
7659874,2018,round_2,Denmark,Australia,1,1,1529582400
7659870,2018,round_2,France,Peru,1,0,1529593200
7659880,2018,round_2,Argentina,Croatia,0,3,1529604000
7659898,2018,round_2,Brazil,Costa Rica,2,0,1529668800
7659883,2018,round_2,Nigeria,Iceland,2,0,1529679600
7659881,2018,round_2,Serbia,Switzerland,1,2,1529690400
7659884,2018,round_2,Belgium,Tunisia,5,2,1529755200
7659888,2018,round_2,South Korea,Mexico,1,2,1529766000
7659900,2018,round_2,Germany,Sweden,2,1,1529776800
7659885,2018,round_2,England,Panama,6,1,1529841600
7659873,2018,round_2,Japan,Senegal,2,2,1529852400
7659879,2018,round_2,Poland,Colombia,0,3,1529863200
7659896,2018,round_3,Saudi Arabia,Egypt,2,1,1529935200
7659887,2018,round_3,Uruguay,Russia,3,0,1529935200
7659862,2018,round_1,Russia,Saudi Arabia,5,0,1528988400
7659867,2018,round_1,Egypt,Uruguay,0,1,1529064000
7659865,2018,round_1,Morocco,Iran,0,1,1529074800
7659859,2018,round_1,Portugal,Spain,3,3,1529085600
10230536,2022,round_3,Iran,USA,0,1,1669748400
10230532,2022,round_3,Wales,England,0,3,1669748400
10230560,2022,round_3,Australia,Denmark,1,0,1669820400
10230555,2022,round_3,Tunisia,France,1,0,1669820400
10230546,2022,round_3,Saudi Arabia,Mexico,1,2,1669834800
10230547,2022,round_3,Poland,Argentina,0,2,1669834800
10230531,2022,round_3,Canada,Morocco,1,2,1669906800
10230535,2022,round_3,Croatia,Belgium,0,0,1669906800
10230573,2022,round_3,Costa Rica,Germany,2,4,1669921200
10230554,2022,round_3,Japan,Spain,2,1,1669921200
10230549,2022,round_3,Ghana,Uruguay,0,2,1669993200
10230544,2022,round_3,South Korea,Portugal,2,1,1669993200
10230558,2022,round_3,Serbia,Switzerland,2,3,1670007600
10230553,2022,round_3,Cameroon,Brazil,1,0,1670007600
10230638,2022,Round of 16,Netherlands,USA,3,1,1670079600
10230641,2022,Round of 16,Argentina,Australia,2,1,1670094000
10230579,2022,Round of 16,France,Poland,3,1,1670166000
10230632,2022,Round of 16,England,Senegal,3,0,1670180400
10230582,2022,Round of 16,Japan,Croatia,2,4,1670252400
10230633,2022,Round of 16,Brazil,South Korea,4,1,1670266800
10230636,2022,Round of 16,Morocco,Spain,3,0,1670338800
10230631,2022,Round of 16,Portugal,Switzerland,6,1,1670353200
10230640,2022,Quarterfinals,Croatia,Brazil,5,3,1670598000
10230639,2022,Quarterfinals,Netherlands,Argentina,5,6,1670612400
10230581,2022,Quarterfinals,Morocco,Portugal,1,0,1670684400
10230634,2022,Quarterfinals,England,France,1,2,1670698800
10230580,2022,Semifinals,Argentina,Croatia,3,0,1670958000
10230578,2022,Semifinals,France,Morocco,2,0,1671044400
10230637,2022,Match for 3rd place,Croatia,Morocco,2,1,1671289200
10230635,2022,Final,Argentina,France,7,5,1671375600
10230528,2022,round_1,Argentina,Saudi Arabia,1,2,1669111200
10230576,2022,round_1,Denmark,Tunisia,0,0,1669122000
10230565,2022,round_1,Mexico,Poland,0,0,1669132800
10230563,2022,round_1,France,Australia,4,1,1669143600
10230570,2022,round_1,Morocco,Croatia,0,0,1669197600
10230562,2022,round_1,Germany,Japan,1,2,1669208400
10230571,2022,round_1,Spain,Costa Rica,7,0,1669219200
10230559,2022,round_1,Belgium,Canada,1,0,1669230000
10230569,2022,round_1,Switzerland,Cameroon,1,0,1669284000
10230530,2022,round_1,Uruguay,South Korea,0,0,1669294800
10230534,2022,round_1,Portugal,Ghana,3,2,1669305600
10230567,2022,round_1,Brazil,Serbia,2,0,1669316400
10230556,2022,round_2,Wales,Iran,0,2,1669370400
10230537,2022,round_2,Qatar,Senegal,1,3,1669381200
10230529,2022,round_2,Netherlands,Ecuador,1,1,1669392000
10230557,2022,round_2,England,USA,0,0,1669402800
10230574,2022,round_2,Tunisia,Australia,0,1,1669456800
10230542,2022,round_2,Poland,Saudi Arabia,2,0,1669467600
10230577,2022,round_2,France,Denmark,2,1,1669478400
10230540,2022,round_2,Argentina,Mexico,2,0,1669489200
10230564,2022,round_2,Japan,Costa Rica,0,1,1669543200
10230545,2022,round_2,Belgium,Morocco,0,2,1669554000
10230550,2022,round_2,Croatia,Canada,4,1,1669564800
10230575,2022,round_2,Spain,Germany,1,1,1669575600
10230568,2022,round_2,Cameroon,Serbia,3,3,1669629600
10230552,2022,round_2,South Korea,Ghana,2,3,1669640400
10230561,2022,round_2,Brazil,Switzerland,1,0,1669651200
10230539,2022,round_2,Portugal,Uruguay,2,0,1669662000
10230551,2022,round_3,Ecuador,Senegal,1,2,1669734000
10230538,2022,round_3,Netherlands,Qatar,2,0,1669734000
10230541,2022,round_1,Qatar,Ecuador,0,2,1668960000
10230543,2022,round_1,England,Iran,6,2,1669035600
10230533,2022,round_1,Senegal,Netherlands,0,2,1669046400
10230548,2022,round_1,USA,Wales,1,1,1669057200
12813014,2026,Round of 32,Germany,Paraguay,4,5,1782765000
12812998,2026,Round of 32,Netherlands,Morocco,3,4,1782781200
12812989,2026,Round of 32,Côte d'Ivoire,Norway,1,2,1782838800
12812995,2026,Round of 32,France,Sweden,3,0,1782853200
12813001,2026,Round of 32,Mexico,Ecuador,2,0,1782871200
12813020,2026,Round of 32,England,DR Congo,2,1,1782921600
12813013,2026,Round of 32,Belgium,Senegal,3,2,1782936000
12812992,2026,Round of 32,USA,Bosnia & Herzegovina,2,0,1782950400
12813004,2026,Round of 32,Spain,Austria,3,0,1783018800
12812997,2026,Round of 32,Portugal,Croatia,2,1,1783033200
12813019,2026,Round of 32,Switzerland,Algeria,2,0,1783047600
12813018,2026,Round of 32,Australia,Egypt,3,5,1783101600
12812999,2026,Round of 32,Argentina,Cabo Verde,3,2,1783116000
12813011,2026,Round of 32,Colombia,Ghana,1,0,1783128600
12813009,2026,Round of 16,Canada,Morocco,0,3,1783184400
12813010,2026,Round of 16,Paraguay,France,0,1,1783198800
12813006,2026,Round of 16,Brazil,Norway,1,2,1783281600
12813007,2026,Round of 16,Mexico,England,2,3,1783299600
12812990,2026,Round of 16,Portugal,Spain,0,1,1783364400
12813002,2026,Round of 16,USA,Belgium,1,4,1783382400
12812993,2026,Round of 16,Argentina,Egypt,3,2,1783440000
12812991,2026,Round of 16,Switzerland,Colombia,4,3,1783454400
12813016,2026,Quarterfinals,France,Morocco,2,0,1783627200
12812994,2026,Quarterfinals,Spain,Belgium,2,1,1783710000
12813017,2026,Quarterfinals,Norway,England,1,2,1783803600
12813015,2026,Quarterfinals,Argentina,Switzerland,3,1,1783818000
12813008,2026,Semifinals,France,Spain,0,2,1784055600
12812996,2026,Semifinals,England,Argentina,1,2,1784142000
12813003,2026,Match for 3rd place,France,England,4,6,1784408400
12813005,2026,Final,Spain,Argentina,1,0,1784487600
15186858,2026,round_2,Portugal,Uzbekistan,5,0,1782234000
15186672,2026,round_2,England,Ghana,0,0,1782244800
15186520,2026,round_2,Panama,Croatia,0,1,1782255600
15186713,2026,round_2,Colombia,DR Congo,1,0,1782266400
15186829,2026,round_3,Bosnia & Herzegovina,Qatar,3,1,1782327600
15186821,2026,round_3,Switzerland,Canada,2,1,1782327600
15186864,2026,round_3,Morocco,Haiti,4,2,1782338400
15186861,2026,round_3,Scotland,Brazil,0,3,1782338400
15186744,2026,round_3,South Africa,South Korea,1,0,1782349200
15186732,2026,round_3,Czechia,Mexico,0,3,1782349200
15186908,2026,round_3,Curaçao,Côte d'Ivoire,0,2,1782417600
15186907,2026,round_3,Ecuador,Germany,2,1,1782417600
15186972,2026,round_3,Japan,Sweden,1,1,1782428400
15186973,2026,round_3,Tunisia,Netherlands,1,3,1782428400
15186891,2026,round_3,Paraguay,Australia,0,0,1782439200
15186887,2026,round_3,Türkiye,USA,3,2,1782439200
15186771,2026,round_3,Senegal,Iraq,5,0,1782500400
15186537,2026,round_3,Norway,France,1,4,1782500400
15186803,2026,round_3,Cabo Verde,Saudi Arabia,0,0,1782518400
15186841,2026,round_3,Uruguay,Spain,0,1,1782518400
15186822,2026,round_3,New Zealand,Belgium,1,5,1782529200
15186828,2026,round_3,Egypt,Iran,1,1,1782529200
15186624,2026,round_3,Croatia,Ghana,2,1,1782594000
15186676,2026,round_3,Panama,England,0,2,1782594000
15186717,2026,round_3,DR Congo,Uzbekistan,3,1,1782603000
15186696,2026,round_3,Colombia,Portugal,0,0,1782603000
15186747,2026,round_3,Algeria,Austria,3,3,1782612000
15186734,2026,round_3,Jordan,Argentina,1,3,1782612000
12813000,2026,Round of 32,South Africa,Canada,0,1,1782673200
12813012,2026,Round of 32,Brazil,Japan,2,1,1782752400
15186811,2026,round_1,Saudi Arabia,Uruguay,1,1,1781560800
15186832,2026,round_1,Iran,New Zealand,2,2,1781571600
15186501,2026,round_1,France,Senegal,3,1,1781636400
15186773,2026,round_1,Iraq,Norway,1,4,1781647200
15186854,2026,round_1,Argentina,Algeria,3,0,1781658000
15186751,2026,round_1,Austria,Jordan,3,1,1781668800
15186709,2026,round_1,Portugal,DR Congo,1,1,1781715600
15186504,2026,round_1,England,Croatia,4,2,1781726400
15186687,2026,round_1,Ghana,Panama,1,0,1781737200
15186722,2026,round_1,Uzbekistan,Colombia,1,3,1781748000
15186731,2026,round_2,Czechia,South Africa,1,1,1781798400
15186806,2026,round_2,Switzerland,Bosnia & Herzegovina,4,1,1781809200
15186798,2026,round_2,Canada,Qatar,6,0,1781820000
15186490,2026,round_2,Mexico,South Korea,1,0,1781830800
15186878,2026,round_2,USA,Australia,2,0,1781895600
15186859,2026,round_2,Scotland,Morocco,0,1,1781906400
15186856,2026,round_2,Brazil,Haiti,3,0,1781915400
15186879,2026,round_2,Türkiye,Paraguay,0,1,1781924400
15186957,2026,round_2,Netherlands,Sweden,5,1,1781974800
15186905,2026,round_2,Germany,Côte d'Ivoire,2,1,1781985600
15186906,2026,round_2,Ecuador,Curaçao,0,0,1782000000
15186963,2026,round_2,Tunisia,Japan,0,4,1782014400
15186840,2026,round_2,Spain,Saudi Arabia,4,0,1782057600
15186499,2026,round_2,Belgium,Iran,0,0,1782068400
15186800,2026,round_2,Uruguay,Cabo Verde,2,2,1782079200
15186827,2026,round_2,New Zealand,Egypt,1,3,1782090000
15186502,2026,round_2,Argentina,Austria,2,0,1782147600
15186769,2026,round_2,France,Iraq,3,0,1782162000
15186770,2026,round_2,Norway,Senegal,3,2,1782172800
15186740,2026,round_2,Jordan,Algeria,1,2,1782183600
15186710,2026,round_1,Mexico,South Africa,2,0,1781204400
15186720,2026,round_1,South Korea,Czechia,2,1,1781229600
15186836,2026,round_1,Canada,Bosnia & Herzegovina,1,1,1781290800
15186873,2026,round_1,USA,Paraguay,4,1,1781312400
15186526,2026,round_1,Qatar,Switzerland,1,1,1781377200
15186850,2026,round_1,Brazil,Morocco,1,1,1781388000
15186853,2026,round_1,Haiti,Scotland,0,1,1781398800
15186874,2026,round_1,Australia,Türkiye,2,0,1781409600
15186899,2026,round_1,Germany,Curaçao,7,1,1781456400
15186945,2026,round_1,Netherlands,Japan,2,2,1781467200
15186904,2026,round_1,Côte d'Ivoire,Ecuador,1,0,1781478000
15186951,2026,round_1,Sweden,Tunisia,5,1,1781488800
15186783,2026,round_1,Spain,Cabo Verde,0,0,1781539200
15186837,2026,round_1,Belgium,Egypt,1,1,1781550000
