id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played
1,6.0,41,22.0,16.0,32.0,19.0,30.0,42.0,28.0,3.0,3.0,6.0,29.0,6.0,336.0,239.0,625.0,84.0,130.0,2.0,1484.0,Robin van Persie,3,2006,2014,17
2,0.0,3,1.0,2.0,21.0,15.0,25.0,16.0,11.0,0.0,1.0,0.0,26.0,3.0,542.0,458.0,942.0,97.0,55.0,0.0,1275.0,Ashley Cole,3,2002,2010,14
3,2.0,16,6.0,7.0,22.0,15.0,32.0,26.0,10.0,3.0,2.0,2.0,2.0,0.0,554.0,467.0,785.0,123.0,76.0,0.0,942.0,Patrick Vieira,3,1998,2006,12
5,0.0,5,2.0,2.0,12.0,2.0,2.0,1.0,9.0,0.0,0.0,0.0,12.0,4.0,61.0,47.0,111.0,8.0,20.0,0.0,133.0,Robert Pires,1,1998,1998,3
7,0.0,5,3.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,9.0,4.0,36.0,27.0,68.0,5.0,9.0,0.0,70.0,José Antonio Reyes,1,2006,2006,1
8,6.0,37,18.0,15.0,41.0,24.0,21.0,23.0,24.0,4.0,5.0,5.0,19.0,6.0,341.0,239.0,586.0,65.0,97.0,0.0,989.0,Dennis Bergkamp,2,1994,1998,12
11,6.0,50,20.0,16.0,59.0,31.0,20.0,39.0,20.0,1.0,5.0,5.0,28.0,4.0,302.0,205.0,629.0,87.0,117.0,2.0,1169.0,Thierry Henry,4,1998,2010,17
57,0.0,6,2.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,43.0,32.0,72.0,11.0,9.0,0.0,115.0,Ferydoon Zandi,1,2006,2006,2
60,1.0,8,2.0,6.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,53.0,31.0,80.0,18.0,21.0,0.0,187.0,Carsten Jancker,1,2002,2002,3
67,0.0,6,2.0,4.0,1.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,236.0,196.0,356.0,33.0,32.0,0.0,673.0,Raymond Kalla,3,1994,2002,8
83,0.0,2,1.0,1.0,2.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,45.0,33.0,65.0,18.0,24.0,0.0,136.0,Vratislav Lokvenc,1,2006,2006,2
84,0.0,3,0.0,2.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,80.0,67.0,122.0,12.0,13.0,0.0,164.0,Zvjezdan Misimović,1,2014,2014,2
90,0.0,5,1.0,2.0,4.0,2.0,3.0,8.0,5.0,1.0,0.0,0.0,1.0,1.0,184.0,158.0,244.0,20.0,19.0,0.0,368.0,Sebastian Kehl,2,2002,2006,6
95,0.0,0,0.0,0.0,9.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,171.0,143.0,257.0,35.0,20.0,0.0,400.0,Christian Wörns,1,1998,1998,5
98,0.0,0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,57.0,43.0,113.0,8.0,3.0,0.0,180.0,Guy Demel,1,2010,2010,2
102,0.0,1,1.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,4.0,1.0,147.0,114.0,197.0,12.0,18.0,0.0,212.0,Niclas Jensen,1,2002,2002,3
108,2.0,8,2.0,4.0,5.0,1.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,145.0,117.0,195.0,15.0,17.0,1.0,266.0,Tomáš Rosický,1,2006,2006,3
117,0.0,2,2.0,0.0,17.0,6.0,8.0,4.0,4.0,0.0,0.0,0.0,6.0,1.0,64.0,47.0,143.0,17.0,46.0,0.0,265.0,Euzebiusz Smolarek,1,2006,2006,3
123,0.0,3,0.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,10.0,2.0,65.0,38.0,107.0,18.0,22.0,0.0,287.0,Vidar Riseth,1,1998,1998,4
178,1.0,7,3.0,2.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,39.0,29.0,75.0,11.0,17.0,0.0,103.0,Wesley Sonck,1,2002,2002,4
184,0.0,4,0.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,114.0,94.0,175.0,19.0,8.0,0.0,270.0,Nico Van Kerckhoven,2,1998,2002,3
222,0.0,2,0.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,50.0,33.0,103.0,12.0,10.0,0.0,196.0,Mladen Krstajić,1,2006,2006,3
223,0.0,7,1.0,3.0,5.0,4.0,7.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,364.0,301.0,507.0,66.0,23.0,0.0,840.0,Daniel Van Buyten,2,2002,2014,9
228,1.0,17,4.0,7.0,9.0,7.0,10.0,9.0,4.0,0.0,0.0,3.0,2.0,0.0,150.0,103.0,234.0,44.0,54.0,2.0,505.0,Ebbe Sand,2,1998,2002,8
235,1.0,7,3.0,4.0,0.0,0.0,8.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,414.0,376.0,582.0,56.0,31.0,0.0,900.0,Juan,2,2006,2010,10
237,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,44.0,1.0,1.0,0.0,90.0,Jens Nowotny,1,2006,2006,1
238,0.0,0,0.0,0.0,6.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,190.0,153.0,292.0,28.0,22.0,0.0,382.0,Khalid Boulahrouz,2,2006,2010,6
239,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,21.0,20.0,29.0,0.0,1.0,0.0,45.0,Sven Vermant,1,2002,2002,1
240,0.0,0,0.0,0.0,5.0,3.0,10.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,190.0,159.0,292.0,50.0,44.0,0.0,540.0,Roque Junior,1,2002,2002,6
243,0.0,1,0.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,96.0,77.0,182.0,11.0,13.0,0.0,270.0,Mišo Brečko,1,2010,2010,3
244,0.0,1,1.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,28.0,7.0,8.0,0.0,33.0,Gerald Asamoah,2,2002,2006,4
245,0.0,4,0.0,3.0,3.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,43.0,91.0,19.0,29.0,0.0,181.0,Naohiro Takahara,1,2006,2006,3
249,1.0,3,2.0,0.0,7.0,3.0,6.0,9.0,4.0,0.0,1.0,0.0,3.0,1.0,92.0,63.0,202.0,27.0,28.0,0.0,248.0,Darío Rodríguez,1,2002,2002,3
251,0.0,4,1.0,2.0,1.0,1.0,1.0,17.0,3.0,0.0,0.0,0.0,3.0,1.0,232.0,191.0,300.0,23.0,25.0,0.0,376.0,Christian Poulsen,2,2002,2010,6
258,1.0,15,2.0,9.0,22.0,11.0,24.0,22.0,36.0,4.0,8.0,1.0,74.0,20.0,581.0,434.0,891.0,80.0,77.0,1.0,1161.0,Bernd Schneider,2,2002,2006,14
260,0.0,3,1.0,0.0,1.0,1.0,7.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,188.0,164.0,258.0,29.0,12.0,0.0,355.0,Carsten Ramelow,1,2002,2002,5
262,0.0,4,1.0,1.0,9.0,6.0,8.0,5.0,3.0,0.0,0.0,0.0,4.0,2.0,105.0,83.0,177.0,25.0,15.0,0.0,270.0,Marko Babić,1,2006,2006,3
290,0.0,1,1.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,188.0,153.0,261.0,34.0,29.0,0.0,380.0,Raphael Wicky,1,2006,2006,4
291,1.0,10,5.0,3.0,21.0,7.0,15.0,10.0,14.0,1.0,6.0,0.0,50.0,14.0,212.0,173.0,395.0,36.0,40.0,0.0,540.0,Mehdi Mahdavikia,2,1998,2006,6
293,0.0,2,1.0,0.0,6.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,59.0,51.0,93.0,9.0,11.0,0.0,108.0,Piotr Trochowski,1,2010,2010,4
295,0.0,2,0.0,0.0,12.0,4.0,9.0,5.0,5.0,0.0,2.0,0.0,26.0,5.0,274.0,226.0,461.0,32.0,30.0,0.0,660.0,Willy Sagnol,1,2006,2006,7
296,0.0,10,3.0,1.0,25.0,18.0,33.0,11.0,6.0,0.0,0.0,0.0,4.0,2.0,575.0,482.0,896.0,133.0,68.0,0.0,1530.0,Lúcio,3,2002,2010,17
301,1.0,2,1.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,358.0,325.0,466.0,34.0,24.0,0.0,780.0,Martín Demichelis,2,2010,2014,8
304,0.0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,20.0,4.0,5.0,0.0,24.0,Stefan Kießling,1,2010,2010,2
306,0.0,3,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,67.0,49.0,101.0,5.0,6.0,0.0,180.0,Tomasz Nikodem Hajto,1,2002,2002,2
309,2.0,2,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,42.0,88.0,5.0,5.0,0.0,180.0,Bartosz Bosacki,1,2006,2006,2
310,1.0,10,4.0,1.0,30.0,12.0,27.0,17.0,10.0,1.0,1.0,0.0,29.0,3.0,422.0,353.0,770.0,93.0,68.0,0.0,864.0,Bixente Lizarazu,2,1998,2002,9
313,1.0,22,3.0,14.0,21.0,18.0,20.0,23.0,21.0,1.0,3.0,0.0,41.0,16.0,636.0,526.0,958.0,104.0,70.0,0.0,1172.0,Torsten Frings,2,2002,2006,13
316,1.0,3,1.0,2.0,3.0,2.0,5.0,7.0,4.0,0.0,0.0,1.0,3.0,1.0,207.0,187.0,261.0,16.0,13.0,0.0,381.0,Zé Roberto,2,1998,2006,6
318,3.0,46,12.0,28.0,18.0,7.0,31.0,25.0,14.0,5.0,7.0,5.0,19.0,7.0,581.0,449.0,829.0,93.0,71.0,2.0,1050.0,Michael Ballack,2,2002,2006,11
319,0.0,10,2.0,4.0,19.0,12.0,13.0,14.0,2.0,0.0,0.0,1.0,10.0,1.0,281.0,241.0,414.0,57.0,43.0,0.0,528.0,Jens Jeremies,2,1998,2002,10
320,4.0,12,6.0,4.0,8.0,5.0,6.0,8.0,6.0,0.0,0.0,2.0,4.0,0.0,108.0,65.0,186.0,27.0,36.0,0.0,353.0,Róbert Vittek,1,2010,2010,4
326,2.0,30,9.0,13.0,41.0,22.0,42.0,34.0,41.0,6.0,5.0,1.0,64.0,12.0,1240.0,1067.0,1662.0,151.0,116.0,0.0,1655.0,Bastian Schweinsteiger,3,2006,2014,20
328,0.0,5,3.0,1.0,12.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,49.0,34.0,111.0,9.0,37.0,0.0,219.0,Vahid Hashemian,1,2006,2006,3
335,1.0,31,10.0,14.0,29.0,12.0,17.0,11.0,22.0,2.0,2.0,6.0,4.0,1.0,346.0,260.0,532.0,100.0,91.0,1.0,855.0,Roque Santa Cruz,3,2002,2010,12
338,1.0,8,5.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,48.0,28.0,84.0,14.0,24.0,0.0,208.0,Paolo Guerrero,1,2018,2018,3
356,1.0,14,6.0,5.0,13.0,2.0,17.0,15.0,19.0,1.0,3.0,2.0,43.0,11.0,293.0,216.0,475.0,44.0,55.0,0.0,617.0,Tranquillo Barnetta,2,2006,2010,7
360,0.0,3,1.0,2.0,1.0,0.0,9.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,149.0,281.0,57.0,24.0,0.0,540.0,Josip Šimunić,2,2002,2006,6
369,0.0,4,2.0,2.0,0.0,0.0,12.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,854.0,769.0,1063.0,89.0,39.0,0.0,1666.0,Per Mertesacker,3,2006,2014,19
370,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,28.0,6.0,2.0,0.0,45.0,Marko Rehmer,1,2002,2002,1
371,1.0,4,2.0,2.0,8.0,4.0,19.0,16.0,5.0,1.0,0.0,2.0,8.0,1.0,195.0,146.0,320.0,53.0,44.0,0.0,460.0,Niko Kovač,2,2002,2006,6
377,1.0,2,1.0,0.0,3.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,78.0,70.0,120.0,11.0,13.0,0.0,123.0,Gilberto,2,2006,2010,3
380,0.0,9,2.0,4.0,10.0,5.0,3.0,6.0,8.0,0.0,0.0,0.0,41.0,15.0,127.0,100.0,248.0,20.0,24.0,0.0,280.0,Michael Tarnat,1,1998,1998,4
389,0.0,1,1.0,0.0,6.0,2.0,6.0,3.0,6.0,0.0,1.0,0.0,16.0,6.0,46.0,28.0,113.0,18.0,27.0,0.0,231.0,Ashkan Dejagah,1,2014,2014,3
395,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,24.0,20.0,36.0,4.0,2.0,0.0,43.0,Sejad Salihović,1,2014,2014,2
412,0.0,3,0.0,3.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,190.0,320.0,50.0,23.0,0.0,660.0,Fernando Meira,1,2006,2006,7
438,1.0,7,4.0,2.0,9.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,6.0,2.0,73.0,54.0,123.0,10.0,15.0,0.0,205.0,Cacau,1,2010,2010,4
482,0.0,0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,49.0,90.0,5.0,3.0,0.0,90.0,Dennis Aogo,1,2010,2010,1
487,2.0,9,3.0,3.0,4.0,1.0,5.0,8.0,6.0,1.0,1.0,1.0,21.0,5.0,209.0,142.0,323.0,25.0,25.0,0.0,522.0,Ümit Davala,1,2002,2002,7
488,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,14.0,27.0,4.0,2.0,0.0,30.0,Frank Baumann,1,2002,2002,1
491,0.0,1,1.0,0.0,4.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,5.0,1.0,67.0,55.0,99.0,6.0,15.0,0.0,109.0,Johan Micoud,1,2002,2002,2
492,16.0,66,30.0,30.0,66.0,24.0,47.0,49.0,26.0,4.0,6.0,15.0,12.0,4.0,367.0,238.0,766.0,179.0,203.0,2.0,1793.0,Miroslav Klose,4,2002,2014,24
495,0.0,7,3.0,2.0,5.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,25.0,16.0,68.0,12.0,12.0,0.0,153.0,Ivan Klasnić,1,2006,2006,3
496,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,29.0,3.0,3.0,0.0,45.0,Daniel Jensen,1,2010,2010,1
505,0.0,23,7.0,12.0,27.0,10.0,21.0,9.0,7.0,0.0,1.0,2.0,5.0,0.0,129.0,83.0,307.0,61.0,79.0,0.0,582.0,Nelson Haedo Valdez,2,2006,2010,8
510,0.0,2,1.0,0.0,9.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,36.0,21.0,65.0,9.0,17.0,0.0,162.0,Roar Strand,1,1998,1998,3
517,0.0,6,1.0,2.0,14.0,5.0,6.0,5.0,4.0,0.0,1.0,0.0,10.0,1.0,121.0,104.0,187.0,18.0,24.0,1.0,275.0,Laurén,2,1998,2002,4
518,0.0,10,6.0,2.0,8.0,4.0,7.0,9.0,16.0,3.0,5.0,2.0,7.0,3.0,401.0,359.0,478.0,19.0,26.0,0.0,374.0,Cesc Fàbregas,3,2006,2014,10
520,1.0,3,2.0,1.0,15.0,10.0,15.0,22.0,2.0,0.0,0.0,0.0,2.0,1.0,260.0,195.0,415.0,71.0,37.0,0.0,874.0,Sol Campbell,3,1998,2006,10
524,0.0,1,0.0,1.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,19.0,6.0,154.0,121.0,212.0,17.0,16.0,0.0,318.0,Sebastian Larsson,1,2018,2018,4
526,0.0,2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,15.0,25.0,3.0,3.0,0.0,35.0,Quincy Owusu-Abeyie,1,2010,2010,2
530,1.0,1,1.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,142.0,216.0,14.0,14.0,0.0,350.0,Philippe Senderos,3,2006,2014,5
531,0.0,6,3.0,2.0,11.0,9.0,7.0,31.0,14.0,1.0,0.0,0.0,0.0,0.0,753.0,679.0,971.0,68.0,78.0,0.0,1323.0,Gilberto Silva,3,2002,2010,16
532,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,39.0,69.0,4.0,1.0,0.0,90.0,Gaël Clichy,1,2010,2010,1
533,0.0,6,0.0,4.0,13.0,5.0,8.0,8.0,8.0,0.0,1.0,0.0,13.0,4.0,258.0,229.0,382.0,23.0,26.0,0.0,521.0,Emmanuel Eboué,2,2006,2010,6
534,0.0,6,1.0,4.0,2.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,190.0,162.0,286.0,27.0,19.0,0.0,540.0,Kolo Touré,3,2006,2014,6
536,0.0,1,0.0,0.0,2.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,237.0,215.0,332.0,30.0,23.0,0.0,566.0,Johan Djourou,3,2006,2018,8
542,0.0,7,1.0,5.0,3.0,1.0,7.0,6.0,3.0,0.0,0.0,0.0,8.0,3.0,289.0,203.0,454.0,67.0,45.0,1.0,734.0,Olof Mellberg,2,2002,2006,8
543,0.0,1,0.0,0.0,1.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,152.0,129.0,230.0,34.0,22.0,0.0,360.0,Martin Laursen,1,2002,2002,4
544,0.0,4,2.0,0.0,2.0,1.0,2.0,3.0,6.0,0.0,1.0,0.0,9.0,3.0,165.0,136.0,221.0,13.0,13.0,0.0,264.0,Gareth Barry,1,2010,2010,3
548,0.0,1,0.0,1.0,11.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,20.0,16.0,53.0,9.0,21.0,0.0,98.0,Darius Vassell,1,2002,2002,3
553,0.0,3,1.0,1.0,38.0,17.0,9.0,12.0,5.0,1.0,1.0,0.0,37.0,6.0,434.0,362.0,691.0,49.0,63.0,0.0,630.0,Ulises de la Cruz,2,2002,2006,7
569,1.0,2,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,78.0,113.0,10.0,9.0,0.0,180.0,Matthew Upson,1,2010,2010,2
570,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,17.0,0.0,2.0,0.0,16.0,Muzzy Izzet,1,2002,2002,1
579,1.0,13,5.0,7.0,9.0,4.0,11.0,11.0,3.0,1.0,1.0,3.0,13.0,1.0,168.0,110.0,277.0,71.0,58.0,0.0,549.0,Emile Heskey,2,2002,2010,9
598,0.0,3,0.0,3.0,3.0,3.0,6.0,10.0,5.0,0.0,0.0,0.0,4.0,3.0,370.0,314.0,490.0,35.0,28.0,0.0,630.0,Lucas Neill,2,2006,2010,7
601,0.0,7,0.0,4.0,10.0,5.0,2.0,20.0,5.0,0.0,0.0,0.0,17.0,3.0,209.0,176.0,325.0,21.0,44.0,0.0,521.0,Brett Emerton,2,2006,2010,6
607,0.0,1,1.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,130.0,265.0,19.0,24.0,0.0,540.0,Teboho Aaron Mokoena,2,2002,2010,6
609,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,5.0,16.0,1.0,1.0,0.0,29.0,Steven Reid,1,2002,2002,2
619,0.0,0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,76.0,131.0,9.0,9.0,0.0,270.0,Ryan William Nelsen,1,2010,2010,3
635,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,24.0,3.0,3.0,0.0,41.0,Tony Popović,1,2006,2006,1
653,0.0,1,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,75.0,130.0,11.0,10.0,0.0,211.0,Gonzalo Sorondo Amaro,1,2002,2002,3
663,0.0,6,0.0,4.0,3.0,2.0,4.0,6.0,6.0,0.0,0.0,1.0,7.0,2.0,206.0,156.0,345.0,36.0,21.0,0.0,570.0,Carlos Bocanegra,2,2006,2010,6
668,3.0,15,9.0,4.0,9.0,1.0,23.0,9.0,17.0,0.0,0.0,1.0,10.0,2.0,272.0,156.0,419.0,100.0,114.0,1.0,812.0,Brian McBride,3,1998,2006,10
671,0.0,1,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,2.0,3.0,0.0,10.0,Luís Boa Morte,1,2006,2006,1
674,3.0,12,6.0,4.0,6.0,2.0,8.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,154.0,114.0,247.0,42.0,37.0,0.0,468.0,Papa Bouba Diop,1,2002,2002,5
679,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,27.0,23.0,38.0,2.0,2.0,0.0,32.0,Claus Jensen,1,2002,2002,1
697,0.0,0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,11.0,3.0,190.0,147.0,280.0,18.0,19.0,0.0,345.0,Steve Finnan,1,2002,2002,4
699,0.0,3,1.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,10.0,30.0,4.0,11.0,0.0,64.0,Milan Baroš,1,2006,2006,1
700,1.0,11,3.0,5.0,8.0,3.0,8.0,4.0,0.0,0.0,0.0,2.0,10.0,2.0,90.0,68.0,157.0,18.0,24.0,1.0,238.0,Harry Kewell,2,2006,2010,4
701,3.0,21,8.0,12.0,11.0,6.0,8.0,7.0,18.0,1.0,4.0,1.0,53.0,15.0,539.0,430.0,759.0,41.0,38.0,0.0,967.0,Steven Gerrard,3,2006,2014,12
702,0.0,10,3.0,4.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,17.0,12.0,50.0,9.0,9.0,0.0,109.0,Djibril Cissé,2,2002,2010,4
708,2.0,21,5.0,11.0,5.0,4.0,15.0,23.0,16.0,0.0,0.0,2.0,13.0,2.0,885.0,768.0,1063.0,55.0,51.0,1.0,1019.0,Xabi Alonso,3,2006,2014,13
709,1.0,5,4.0,1.0,3.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,68.0,140.0,17.0,19.0,0.0,264.0,Salif Alassane Diao,1,2002,2002,3
710,0.0,19,3.0,7.0,19.0,10.0,20.0,30.0,7.0,0.0,0.0,1.0,19.0,4.0,458.0,380.0,687.0,93.0,78.0,1.0,839.0,Dietmar Hamann,2,1998,2002,11
714,5.0,19,13.0,5.0,10.0,4.0,9.0,8.0,4.0,0.0,0.0,6.0,2.0,0.0,153.0,106.0,243.0,52.0,45.0,3.0,464.0,Fernando Morientes,2,1998,2002,7
723,0.0,1,1.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,144.0,124.0,209.0,13.0,18.0,0.0,297.0,Jamie Carragher,2,2006,2010,6
743,0.0,11,3.0,7.0,45.0,28.0,23.0,8.0,9.0,1.0,1.0,1.0,13.0,3.0,147.0,104.0,322.0,64.0,63.0,0.0,468.0,El-Hadji Diouf,1,2002,2002,5
745,0.0,0,0.0,0.0,3.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,172.0,128.0,298.0,18.0,18.0,0.0,510.0,Gary Neville,2,1998,2006,5
748,1.0,3,1.0,1.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,368.0,302.0,501.0,32.0,26.0,0.0,896.0,Rio Ferdinand,2,2002,2006,10
750,11.0,121,46.0,42.0,84.0,37.0,65.0,17.0,28.0,2.0,5.0,12.0,41.0,4.0,679.0,566.0,1181.0,138.0,137.0,5.0,2206.0,Cristiano Ronaldo,6,2006,2026,27
751,1.0,32,10.0,13.0,31.0,13.0,12.0,10.0,19.0,1.0,2.0,5.0,16.0,4.0,249.0,181.0,427.0,42.0,75.0,2.0,789.0,Wayne Rooney,3,2006,2014,11
753,1.0,4,3.0,0.0,3.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,55.0,49.0,88.0,10.0,24.0,1.0,198.0,Ruud van Nistelrooy,1,2006,2006,3
761,1.0,17,8.0,5.0,28.0,18.0,12.0,11.0,12.0,1.0,1.0,3.0,4.0,1.0,354.0,311.0,498.0,47.0,50.0,1.0,742.0,Paul Scholes,2,1998,2002,9
762,0.0,2,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,19.0,14.0,35.0,7.0,8.0,0.0,84.0,Ole Gunnar Solskjær,1,1998,1998,3
767,1.0,6,1.0,2.0,19.0,12.0,18.0,15.0,15.0,1.0,4.0,0.0,21.0,9.0,234.0,181.0,372.0,42.0,42.0,1.0,504.0,Quinton Fortune,2,1998,2002,6
769,0.0,1,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,55.0,49.0,87.0,5.0,5.0,0.0,90.0,Mikaël Silvestre,1,2006,2006,1
770,0.0,13,5.0,4.0,8.0,6.0,5.0,10.0,5.0,1.0,1.0,3.0,0.0,0.0,861.0,777.0,1031.0,77.0,34.0,0.0,1140.0,Gerard Piqué,3,2010,2018,12
790,0.0,1,0.0,1.0,5.0,3.0,6.0,2.0,3.0,0.0,1.0,0.0,6.0,1.0,41.0,32.0,75.0,13.0,7.0,0.0,118.0,Amdy Faye,1,2002,2002,2
791,0.0,2,0.0,1.0,11.0,6.0,2.0,5.0,4.0,1.0,2.0,0.0,17.0,3.0,85.0,65.0,156.0,22.0,18.0,0.0,261.0,James Milner,2,2010,2014,4
794,0.0,2,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,28.0,5.0,6.0,0.0,63.0,Shola Ameobi,1,2014,2014,2
800,0.0,1,0.0,0.0,5.0,4.0,2.0,9.0,4.0,0.0,0.0,0.0,8.0,1.0,229.0,191.0,342.0,24.0,18.0,0.0,426.0,Celestine Babayaro,2,1998,2002,5
804,0.0,0,0.0,0.0,5.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,160.0,137.0,233.0,22.0,11.0,0.0,327.0,Michael Reiziger,1,1998,1998,4
