id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,totalOppositionHalfPasses,accurateOppositionHalfPasses,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played,goals_per90,totalShots_per90,onTargetScoringAttempt_per90,totalContest_per90,wonContest_per90,wasFouled_per90,keyPass_per90,goalAssist_per90,bigChanceCreated_per90,totalCross_per90,accurateCross_per90,totalPass_per90,accuratePass_per90,totalOppositionHalfPasses_per90,accurateOppositionHalfPasses_per90,touches_per90,finisher_score,dribbler_score,chance_creator_score,play_organizer_score,finisher_score_elite_90,dribbler_score_elite_90,chance_creator_score_elite_90,play_organizer_score_elite_90,n_elite_roles_90,finisher_score_elite_95,dribbler_score_elite_95,chance_creator_score_elite_95,play_organizer_score_elite_95,n_elite_roles_95,finisher_score_elite_99,dribbler_score_elite_99,chance_creator_score_elite_99,play_organizer_score_elite_99,n_elite_roles_99,finisher_score_elite_85,dribbler_score_elite_85,chance_creator_score_elite_85,play_organizer_score_elite_85,n_elite_roles_85,role_score_range,role_score_std,role_score_avg
1,6.0,41,22.0,16.0,32.0,19.0,30.0,42.0,28.0,3.0,3.0,6.0,29.0,6.0,336.0,239.0,625.0,84.0,130.0,2.0,259.0,172.0,1484.0,Robin van Persie,3,2006,2014,17,0.3638814016172507,2.486522911051213,1.3342318059299192,1.9407008086253368,1.1522911051212938,1.8194070080862537,1.69811320754717,0.1819407008086253,0.1819407008086253,1.758760107816712,0.3638814016172507,20.37735849056604,14.494609164420488,15.707547169811322,10.431266846361186,37.90431266846362,88.35744908896034,67.79876741693462,69.84726688102894,14.839228295819936,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,73.5182207931404,31.62937515061297,60.21067792068596
2,0.0,3,1.0,2.0,21.0,15.0,25.0,16.0,11.0,0.0,1.0,0.0,26.0,3.0,542.0,458.0,942.0,97.0,55.0,0.0,261.0,201.0,1275.0,Ashley Cole,3,2002,2010,14,0.0,0.2117647058823529,0.0705882352941176,1.4823529411764709,1.0588235294117647,1.7647058823529411,0.7764705882352941,0.0,0.0705882352941176,1.835294117647059,0.2117647058823529,38.25882352941176,32.32941176470588,18.423529411764708,14.188235294117648,66.49411764705883,26.098606645230443,62.98901393354769,49.83520900321544,53.45659163987138,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,36.89040728831725,15.678519954323152,48.09485530546624
3,2.0,16,6.0,7.0,22.0,15.0,32.0,26.0,10.0,3.0,2.0,2.0,2.0,0.0,554.0,467.0,785.0,123.0,76.0,0.0,360.0,289.0,942.0,Patrick Vieira,3,1998,2006,12,0.1910828025477706,1.5286624203821657,0.5732484076433121,2.1019108280254777,1.4331210191082802,3.057324840764331,0.9554140127388536,0.286624203821656,0.1910828025477706,0.1910828025477706,0.0,52.92993630573248,44.617834394904456,34.394904458598724,27.611464968152863,75.0,69.78161843515541,78.7379421221865,50.29742765273312,87.516077170418,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,37.21864951768488,15.930858004718068,71.58326634512325
8,6.0,37,18.0,15.0,41.0,24.0,21.0,23.0,24.0,4.0,5.0,5.0,19.0,6.0,341.0,239.0,586.0,65.0,97.0,0.0,270.0,176.0,989.0,Dennis Bergkamp,2,1994,1998,12,0.5460060667340748,3.3670374115267947,1.6380182002022246,3.731041456016178,2.1840242669362997,1.9110212335692616,2.1840242669362997,0.3640040444893832,0.455005055611729,1.7290192113245704,0.5460060667340748,31.03134479271992,21.74924165824065,24.570273003033368,16.01617795753286,53.32659251769464,94.38638799571277,82.90460878885317,81.06913183279742,43.60128617363343,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,50.78510182207933,22.061026598834754,75.4903536977492
11,6.0,50,20.0,16.0,59.0,31.0,20.0,39.0,20.0,1.0,5.0,5.0,28.0,4.0,302.0,205.0,629.0,87.0,117.0,2.0,238.0,153.0,1169.0,Thierry Henry,4,1998,2010,17,0.4619332763045338,3.849443969204448,1.5397775876817792,4.542343883661249,2.3866552609067577,1.5397775876817792,1.5397775876817792,0.0769888793840889,0.3849443969204448,2.155688622754491,0.3079555175363558,23.250641573994866,15.78272027373824,18.323353293413174,11.779298545765611,48.42600513259196,94.45337620578778,81.43086816720258,71.21382636655947,23.681672025723472,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,70.7717041800643,30.844988516936983,67.69493569131832
67,0.0,6,2.0,4.0,1.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,236.0,196.0,356.0,33.0,32.0,0.0,67.0,40.0,673.0,Raymond Kalla,3,1994,2002,8,0.0,0.8023774145616642,0.2674591381872214,0.1337295690936107,0.0,0.4011887072808321,0.0,0.0,0.0,0.1337295690936107,0.0,31.560178306092123,26.210995542347696,8.959881129271917,5.349182763744428,47.60772659732541,42.02840300107181,10.121918542336548,20.860128617363344,21.744372990353696,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,31.90648445873526,13.318952522308209,23.68870578778135
90,0.0,5,1.0,2.0,4.0,2.0,3.0,8.0,5.0,1.0,0.0,0.0,1.0,1.0,184.0,158.0,244.0,20.0,19.0,0.0,98.0,78.0,368.0,Sebastian Kehl,2,2002,2006,6,0.0,1.2228260869565215,0.2445652173913043,0.9782608695652176,0.4891304347826087,0.7336956521739131,1.2228260869565215,0.2445652173913043,0.0,0.2445652173913043,0.2445652173913043,45.0,38.64130434782609,23.967391304347828,19.076086956521745,59.673913043478265,44.92899249732047,35.76500535905681,50.54260450160772,66.86897106109323,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,31.103965702036422,13.06789425535542,49.52639335476955
95,0.0,0,0.0,0.0,9.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,171.0,143.0,257.0,35.0,20.0,0.0,69.0,50.0,400.0,Christian Wörns,1,1998,1998,5,0.0,0.0,0.0,2.025,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.6749999999999999,0.2249999999999999,38.475,32.175,15.525,11.25,57.825,17.85235798499464,53.45659163987138,31.229903536977496,43.34807073954984,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.60423365487674,15.383187205447932,36.471730975348336
123,0.0,3,0.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,10.0,2.0,65.0,38.0,107.0,18.0,22.0,0.0,46.0,22.0,287.0,Vidar Riseth,1,1998,1998,4,0.0,0.940766550522648,0.0,1.254355400696864,0.627177700348432,0.940766550522648,0.940766550522648,0.313588850174216,0.313588850174216,3.1358885017421603,0.627177700348432,20.38327526132404,11.916376306620208,14.425087108013935,6.898954703832752,33.55400696864111,31.919882100750268,43.636120042872456,75.57073954983922,9.011254019292606,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,66.55948553054661,27.713322927833072,40.03449892818864
184,0.0,4,0.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,114.0,94.0,175.0,19.0,8.0,0.0,70.0,54.0,270.0,Nico Van Kerckhoven,2,1998,2002,3,0.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,38.0,31.33333333333333,23.33333333333333,18.0,58.333333333333336,36.006162915326904,40.447481243301176,52.19453376205788,57.0257234726688,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,21.019560557341897,9.83099832799032,46.41847534833869
223,0.0,7,1.0,3.0,5.0,4.0,7.0,12.0,3.0,0.0,0.0,0.0,1.0,1.0,364.0,301.0,507.0,66.0,23.0,0.0,160.0,111.0,840.0,Daniel Van Buyten,2,2002,2014,9,0.0,0.75,0.1071428571428571,0.5357142857142857,0.4285714285714285,0.75,0.3214285714285714,0.0,0.0,0.1071428571428571,0.1071428571428571,39.0,32.25,17.142857142857142,11.892857142857142,54.32142857142857,36.053054662379424,30.89496248660236,28.352090032154344,43.94694533762058,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.59485530546624,6.881401563778889,34.811763129689176
228,1.0,17,4.0,7.0,9.0,7.0,10.0,9.0,4.0,0.0,0.0,3.0,2.0,0.0,150.0,103.0,234.0,44.0,54.0,2.0,121.0,80.0,505.0,Ebbe Sand,2,1998,2002,8,0.1782178217821782,3.0297029702970297,0.712871287128713,1.603960396039604,1.2475247524752475,1.7821782178217822,0.712871287128713,0.0,0.0,0.3564356435643565,0.0,26.73267326732673,18.35643564356436,21.564356435643568,14.257425742574258,41.70297029702971,80.10450160771704,65.57475884244373,31.350482315112536,29.40514469453376,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,50.69935691318328,25.235258144285893,51.60872186495177
235,1.0,7,3.0,4.0,0.0,0.0,8.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,414.0,376.0,582.0,56.0,31.0,0.0,137.0,115.0,900.0,Juan,2,2006,2010,10,0.1,0.7,0.3,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,41.4,37.6,13.7,11.5,58.2,53.40969989281887,14.817792068595926,27.463826366559488,47.041800643086816,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,38.59190782422294,17.759222562411537,35.68327974276528
238,0.0,0,0.0,0.0,6.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,190.0,153.0,292.0,28.0,22.0,0.0,66.0,47.0,382.0,Khalid Boulahrouz,2,2006,2010,6,0.0,0.0,0.0,1.4136125654450262,1.1780104712041886,0.7068062827225131,0.0,0.0,0.0,0.4712041884816754,0.0,44.76439790575916,36.047120418848166,15.549738219895287,11.073298429319372,68.79581151832461,17.85235798499464,48.80760986066451,23.870578778135048,54.19614147909969,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,36.34378349410505,17.99501955220663,36.18167202572347
240,0.0,0,0.0,0.0,5.0,3.0,10.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,190.0,159.0,292.0,50.0,44.0,0.0,80.0,62.0,540.0,Roque Junior,1,2002,2002,6,0.0,0.0,0.0,0.8333333333333334,0.5,1.6666666666666667,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,31.666666666666668,26.5,13.333333333333334,10.333333333333334,48.66666666666666,17.85235798499464,48.26500535905681,27.785369774919616,28.665594855305464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.412647374062168,12.73069485232786,30.642081993569136
243,0.0,1,0.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,96.0,77.0,182.0,11.0,13.0,0.0,54.0,38.0,270.0,Mišo Brečko,1,2010,2010,3,0.0,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,32.0,25.666666666666668,18.0,12.666666666666666,60.66666666666666,23.419078242229364,40.71543408360129,35.241157556270096,41.133440514469456,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.71436227224009,8.254218854341582,35.12727759914255
251,0.0,4,1.0,2.0,1.0,1.0,1.0,17.0,3.0,0.0,0.0,0.0,3.0,1.0,232.0,191.0,300.0,23.0,25.0,0.0,127.0,99.0,376.0,Christian Poulsen,2,2002,2010,6,0.0,0.9574468085106382,0.2393617021276595,0.2393617021276595,0.2393617021276595,0.2393617021276595,0.7180851063829787,0.0,0.0,0.7180851063829787,0.2393617021276595,55.53191489361702,45.71808510638298,30.398936170212764,23.69680851063829,71.80851063829786,42.041800643086816,13.47802786709539,39.80707395498392,84.67845659163987,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,71.20042872454448,29.46032395050808,45.001339764201504
258,1.0,15,2.0,9.0,22.0,11.0,24.0,22.0,36.0,4.0,8.0,1.0,74.0,20.0,581.0,434.0,891.0,80.0,77.0,1.0,450.0,320.0,1161.0,Bernd Schneider,2,2002,2006,14,0.0775193798449612,1.162790697674419,0.1550387596899224,1.7054263565891472,0.8527131782945736,1.8604651162790695,2.7906976744186047,0.3100775193798449,0.6201550387596899,5.736434108527131,1.550387596899225,45.03875968992248,33.643410852713174,34.88372093023256,24.806201550387595,69.06976744186046,52.41157556270097,63.16988210075026,94.0032154340836,77.30707395498392,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,41.59163987138263,18.01551943282872,71.7229367631297
260,0.0,3,1.0,0.0,1.0,1.0,7.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,188.0,164.0,258.0,29.0,12.0,0.0,73.0,50.0,355.0,Carsten Ramelow,1,2002,2002,5,0.0,0.7605633802816901,0.2535211267605634,0.2535211267605634,0.2535211267605634,1.7746478873239435,0.7605633802816901,0.0,0.0,1.2676056338028168,0.0,47.66197183098591,41.57746478873239,18.507042253521124,12.676056338028168,65.40845070422534,41.191050375133976,36.97079314040729,36.16961414790997,60.57475884244373,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,24.40514469453376,11.446082732602806,43.726554126473744
262,0.0,4,1.0,1.0,9.0,6.0,8.0,5.0,3.0,0.0,0.0,0.0,4.0,2.0,105.0,83.0,177.0,25.0,15.0,0.0,68.0,51.0,270.0,Marko Babić,1,2006,2006,3,0.0,1.3333333333333333,0.3333333333333333,3.0,2.0,2.6666666666666665,1.0,0.0,0.0,1.3333333333333333,0.6666666666666666,35.0,27.666666666666668,22.666666666666668,17.0,59.0,49.718649517684895,84.37834941050374,49.7467845659164,51.965434083601295,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,34.65969989281885,16.98334575984901,58.95230439442658
290,0.0,1,1.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,188.0,153.0,261.0,34.0,29.0,0.0,103.0,80.0,380.0,Raphael Wicky,1,2006,2006,4,0.0,0.2368421052631578,0.2368421052631578,1.1842105263157894,0.7105263157894737,0.7105263157894737,0.9473684210526316,0.0,0.0,0.7105263157894737,0.0,44.526315789473685,36.23684210526316,24.394736842105264,18.94736842105263,61.81578947368421,30.868167202572348,41.592979635584136,35.064308681672024,66.65996784565917,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.791800643086816,16.02847809022459,43.54635584137192
291,1.0,10,5.0,3.0,21.0,7.0,15.0,10.0,14.0,1.0,6.0,0.0,50.0,14.0,212.0,173.0,395.0,36.0,40.0,0.0,136.0,103.0,540.0,Mehdi Mahdavikia,2,1998,2006,6,0.1666666666666666,1.6666666666666667,0.8333333333333334,3.5,1.1666666666666667,2.5,2.333333333333333,0.1666666666666666,1.0,8.333333333333334,2.333333333333333,35.333333333333336,28.83333333333333,22.666666666666668,17.166666666666668,65.83333333333333,73.89469453376206,79.57529474812434,92.83762057877814,56.241961414791,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,36.59565916398714,15.17206493593178,75.63739281886389
295,0.0,2,0.0,0.0,12.0,4.0,9.0,5.0,5.0,0.0,2.0,0.0,26.0,5.0,274.0,226.0,461.0,32.0,30.0,0.0,155.0,113.0,660.0,Willy Sagnol,1,2006,2006,7,0.0,0.2727272727272727,0.0,1.6363636363636365,0.5454545454545455,1.2272727272727273,0.6818181818181819,0.0,0.2727272727272727,3.5454545454545454,0.6818181818181819,37.36363636363637,30.81818181818182,21.13636363636364,15.40909090909091,62.86363636363637,22.059217577706324,50.087084673097536,62.81752411575562,54.356913183279744,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,40.7583065380493,17.658377351975325,47.33018488745981
296,0.0,10,3.0,1.0,25.0,18.0,33.0,11.0,6.0,0.0,0.0,0.0,4.0,2.0,575.0,482.0,896.0,133.0,68.0,0.0,218.0,145.0,1530.0,Lúcio,3,2002,2010,17,0.0,0.5882352941176471,0.1764705882352941,1.4705882352941178,1.0588235294117647,1.9411764705882355,0.3529411764705882,0.0,0.0,0.2352941176470588,0.1176470588235294,33.8235294117647,28.352941176470587,12.823529411764708,8.529411764705882,52.70588235294117,35.02143622722401,64.38236870310824,30.522508038585208,30.86816720257235,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.85986066452303,16.251578643802006,40.198620042872456
301,1.0,2,1.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,358.0,325.0,466.0,34.0,24.0,0.0,93.0,79.0,780.0,Martín Demichelis,2,2010,2014,8,0.1153846153846153,0.2307692307692307,0.1153846153846153,0.0,0.0,0.8076923076923077,0.2307692307692307,0.0,0.1153846153846153,0.0,0.0,41.30769230769232,37.5,10.730769230769232,9.115384615384617,53.76923076923077,38.87325830653805,14.92497320471597,27.17443729903537,40.19292604501608,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.26795284030011,11.79733075668177,30.291398713826368
310,1.0,10,4.0,1.0,30.0,12.0,27.0,17.0,10.0,1.0,1.0,0.0,29.0,3.0,422.0,353.0,770.0,93.0,68.0,0.0,271.0,216.0,864.0,Bixente Lizarazu,2,1998,2002,9,0.1041666666666666,1.0416666666666667,0.4166666666666667,3.125,1.25,2.8125,1.0416666666666667,0.1041666666666666,0.1041666666666666,3.020833333333333,0.3125,43.958333333333336,36.770833333333336,28.229166666666668,22.5,80.20833333333334,60.872186495176855,80.16479099678457,64.4815112540193,77.80948553054662,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.29260450160772,9.5797161489293,70.83199356913184
313,1.0,22,3.0,14.0,21.0,18.0,20.0,23.0,21.0,1.0,3.0,0.0,41.0,16.0,636.0,526.0,958.0,104.0,70.0,0.0,367.0,279.0,1172.0,Torsten Frings,2,2002,2006,13,0.0767918088737201,1.689419795221843,0.2303754266211604,1.6126279863481228,1.3822525597269624,1.5358361774744027,1.6126279863481228,0.0767918088737201,0.2303754266211604,3.148464163822525,1.2286689419795225,48.839590443686006,40.39249146757679,28.18259385665529,21.42491467576792,73.5665529010239,59.40514469453376,64.56323687031083,77.15032154340835,79.19614147909968,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.79099678456592,9.617357342695804,70.07871114683815
316,1.0,3,1.0,2.0,3.0,2.0,5.0,7.0,4.0,0.0,0.0,1.0,3.0,1.0,207.0,187.0,261.0,16.0,13.0,0.0,116.0,100.0,381.0,Zé Roberto,2,1998,2006,6,0.2362204724409448,0.7086614173228346,0.2362204724409448,0.7086614173228346,0.4724409448818897,1.1811023622047243,0.9448818897637796,0.0,0.0,0.7086614173228346,0.2362204724409448,48.89763779527559,44.17322834645669,27.401574803149607,23.62204724409449,61.653543307086615,55.43944265809218,40.53456591639871,41.36254019292605,76.31832797427653,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.783762057877816,16.731488909581717,53.413719185423375
318,3.0,46,12.0,28.0,18.0,7.0,31.0,25.0,14.0,5.0,7.0,5.0,19.0,7.0,581.0,449.0,829.0,93.0,71.0,2.0,381.0,280.0,1050.0,Michael Ballack,2,2002,2006,11,0.2571428571428572,3.942857142857143,1.0285714285714287,1.542857142857143,0.6,2.657142857142857,1.2,0.4285714285714286,0.6,1.6285714285714286,0.6,49.8,38.48571428571429,32.65714285714286,24.0,71.05714285714286,88.2636655948553,62.86173633440514,77.68086816720258,81.28617363344051,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,25.40192926045016,10.716046344882582,77.52311093247587
319,0.0,10,2.0,4.0,19.0,12.0,13.0,14.0,2.0,0.0,0.0,1.0,10.0,1.0,281.0,241.0,414.0,57.0,43.0,0.0,154.0,125.0,528.0,Jens Jeremies,2,1998,2002,10,0.0,1.7045454545454546,0.3409090909090909,3.238636363636364,2.0454545454545454,2.2159090909090917,0.3409090909090909,0.0,0.0,1.7045454545454546,0.1704545454545454,47.89772727272727,41.07954545454546,26.250000000000004,21.306818181818183,70.56818181818183,53.67095391211146,83.15246516613077,38.9871382636656,76.88906752411576,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,44.16532690246517,20.51466394152837,63.1749062165059
320,4.0,12,6.0,4.0,8.0,5.0,6.0,8.0,6.0,0.0,0.0,2.0,4.0,0.0,108.0,65.0,186.0,27.0,36.0,0.0,86.0,49.0,353.0,Róbert Vittek,1,2010,2010,4,1.019830028328612,3.059490084985836,1.529745042492918,2.039660056657224,1.274787535410765,1.529745042492918,1.529745042492918,0.0,0.0,1.019830028328612,0.0,27.535410764872523,16.572237960339944,21.926345609065155,12.492917847025495,47.422096317280456,94.62754555198283,66.57958199356914,40.78778135048232,29.55787781350482,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,65.06966773847802,28.984772471796795,57.888196677384784
326,2.0,30,9.0,13.0,41.0,22.0,42.0,34.0,41.0,6.0,5.0,1.0,64.0,12.0,1240.0,1067.0,1662.0,151.0,116.0,0.0,810.0,673.0,1655.0,Bastian Schweinsteiger,3,2006,2014,20,0.1087613293051359,1.6314199395770392,0.4894259818731117,2.229607250755287,1.1963746223564955,2.283987915407855,2.229607250755287,0.3262839879154078,0.2719033232628399,3.4803625377643503,0.6525679758308157,67.43202416918429,58.02416918429003,44.04833836858006,36.59818731117824,90.38066465256796,66.69346195069667,73.7004287245445,82.92604501607715,97.06591639871382,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,30.37245444801715,13.1214655509875,80.09646302250803
335,1.0,31,10.0,14.0,29.0,12.0,17.0,11.0,22.0,2.0,2.0,6.0,4.0,1.0,346.0,260.0,532.0,100.0,91.0,1.0,261.0,185.0,855.0,Roque Santa Cruz,3,2002,2010,12,0.1052631578947368,3.263157894736842,1.0526315789473684,3.0526315789473686,1.263157894736842,1.7894736842105263,2.3157894736842106,0.2105263157894736,0.2105263157894736,0.4210526315789473,0.1052631578947368,36.42105263157895,27.36842105263158,27.473684210526315,19.473684210526315,56.0,82.06055734190782,73.83440514469454,62.85369774919616,56.59967845659164,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.460878885316184,11.334144156890222,68.83708467309754
356,1.0,14,6.0,5.0,13.0,2.0,17.0,15.0,19.0,1.0,3.0,2.0,43.0,11.0,293.0,216.0,475.0,44.0,55.0,0.0,207.0,142.0,617.0,Tranquillo Barnetta,2,2006,2010,7,0.1458670988654781,2.0421393841166937,0.8752025931928687,1.896272285251216,0.2917341977309562,2.479740680713128,2.771474878444085,0.1458670988654781,0.4376012965964344,6.27228525121556,1.6045380875202595,42.73905996758509,31.507293354943275,30.19448946515397,20.713128038897896,69.28687196110211,76.20578778135048,58.922829581993575,89.4935691318328,71.34244372990354,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,30.570739549839224,12.639877960464778,73.9911575562701
360,0.0,3,1.0,2.0,1.0,0.0,9.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,149.0,281.0,57.0,24.0,0.0,65.0,45.0,540.0,Josip Šimunić,2,2002,2006,6,0.0,0.5,0.1666666666666666,0.1666666666666666,0.0,1.5,0.0,0.0,0.0,0.0,0.0,29.0,24.83333333333333,10.833333333333334,7.5,46.833333333333336,33.487406216505896,26.85557341907824,18.938906752411576,20.679260450160776,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,14.54849946409432,6.605161648767151,24.99028670953912
369,0.0,4,2.0,2.0,0.0,0.0,12.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,854.0,769.0,1063.0,89.0,39.0,0.0,296.0,240.0,1666.0,Per Mertesacker,3,2006,2014,19,0.0,0.2160864345738295,0.1080432172869147,0.0,0.0,0.6482593037214885,0.1620648259303721,0.0,0.0,0.0540216086434573,0.0540216086434573,46.1344537815126,41.54261704681873,15.990396158463383,12.96518607442977,57.42496998799519,26.560825294748128,11.481779206859594,26.145498392282963,54.228295819935695,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,42.7465166130761,17.851171546246444,29.6040996784566
371,1.0,4,2.0,2.0,8.0,4.0,19.0,16.0,5.0,1.0,0.0,2.0,8.0,1.0,195.0,146.0,320.0,53.0,44.0,0.0,115.0,81.0,460.0,Niko Kovač,2,2002,2006,6,0.1956521739130435,0.782608695652174,0.391304347826087,1.565217391304348,0.782608695652174,3.717391304347826,0.9782608695652176,0.1956521739130435,0.0,1.565217391304348,0.1956521739130435,38.15217391304349,28.56521739130435,22.5,15.847826086956523,62.60869565217392,60.06832797427652,68.36146838156485,53.677652733118975,54.98392282958199,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,14.683815648445872,6.656748405979781,59.272842979635584
380,0.0,9,2.0,4.0,10.0,5.0,3.0,6.0,8.0,0.0,0.0,0.0,41.0,15.0,127.0,100.0,248.0,20.0,24.0,0.0,83.0,59.0,280.0,Michael Tarnat,1,1998,1998,4,0.0,2.892857142857143,0.6428571428571428,3.2142857142857144,1.6071428571428572,0.9642857142857144,2.571428571428571,0.0,0.0,13.178571428571429,4.821428571428571,40.82142857142857,32.14285714285714,26.678571428571427,18.964285714285715,79.71428571428571,64.18810289389067,66.05707395498392,70.87218649517685,70.32154340836014,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,6.684083601286176,3.259132492746132,67.8597266881029
412,0.0,3,0.0,3.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,190.0,320.0,50.0,23.0,0.0,59.0,37.0,660.0,Fernando Meira,1,2006,2006,7,0.0,0.4090909090909091,0.0,0.0,0.0,0.6818181818181819,0.0,0.0,0.0,0.0,0.0,29.454545454545457,25.90909090909091,8.045454545454545,5.045454545454546,43.63636363636364,24.87272240085745,13.02250803858521,18.938906752411576,17.978295819935692,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,11.850214362272242,4.861903314714707,18.703108252947484
487,2.0,9,3.0,3.0,4.0,1.0,5.0,8.0,6.0,1.0,1.0,1.0,21.0,5.0,209.0,142.0,323.0,25.0,25.0,0.0,131.0,79.0,522.0,Ümit Davala,1,2002,2002,7,0.3448275862068966,1.5517241379310345,0.5172413793103449,0.6896551724137931,0.1724137931034483,0.8620689655172414,1.0344827586206895,0.1724137931034483,0.1724137931034483,3.6206896551724137,0.8620689655172414,36.03448275862069,24.48275862068965,22.58620689655173,13.620689655172416,55.689655172413794,73.98847802786709,28.161843515541264,73.35610932475883,45.12861736334405,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.82663451232583,22.473236411613183,55.15876205787781
492,16.0,66,30.0,30.0,66.0,24.0,47.0,49.0,26.0,4.0,6.0,15.0,12.0,4.0,367.0,238.0,766.0,179.0,203.0,2.0,278.0,170.0,1793.0,Miroslav Klose,4,2002,2014,24,0.8031232571109872,3.3128834355828225,1.5058561070831011,3.3128834355828225,1.204684885666481,2.359174567763525,1.3050752928053542,0.2007808142777468,0.3011712214166202,0.6023424428332405,0.2007808142777468,18.42163970998327,11.946458449525934,13.954266592303403,8.53318460680424,38.449525934188514,94.975884244373,78.7245444801715,62.88585209003217,10.192926045016078,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,84.78295819935693,36.74916956656841,61.69480171489818
