id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,totalOppositionHalfPasses,accurateOppositionHalfPasses,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played,goals_per90,totalShots_per90,onTargetScoringAttempt_per90,totalContest_per90,wonContest_per90,wasFouled_per90,keyPass_per90,goalAssist_per90,bigChanceCreated_per90,totalCross_per90,accurateCross_per90,totalPass_per90,accuratePass_per90,totalOppositionHalfPasses_per90,accurateOppositionHalfPasses_per90,touches_per90,finisher_score,dribbler_score,chance_creator_score,play_organizer_score,finisher_score_elite_90,dribbler_score_elite_90,chance_creator_score_elite_90,play_organizer_score_elite_90,n_elite_roles_90,finisher_score_elite_95,dribbler_score_elite_95,chance_creator_score_elite_95,play_organizer_score_elite_95,n_elite_roles_95,finisher_score_elite_99,dribbler_score_elite_99,chance_creator_score_elite_99,play_organizer_score_elite_99,n_elite_roles_99,finisher_score_elite_85,dribbler_score_elite_85,chance_creator_score_elite_85,play_organizer_score_elite_85,n_elite_roles_85,role_score_range,role_score_std,role_score_avg
935564,3.0,26,9.0,7.0,5.0,1.0,6.0,5.0,3.0,0.0,0.0,2.0,3.0,0.0,166.0,117.0,271.0,15.0,34.0,0.0,131.0,89.0,613.0,Jonathan David,2,2022,2026,8,0.4404567699836868,3.8172920065252858,1.3213703099510603,0.734094616639478,0.1468189233278956,0.8809135399673736,0.4404567699836868,0.0,0.0,0.4404567699836868,0.0,24.371941272430668,17.177814029363784,19.23327895595432,13.06688417618271,39.78792822185971,93.03992497320472,28.43649517684888,28.754019292604504,23.97508038585209,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,69.06484458735264,33.06442810266894,43.55137995712755
936047,0.0,0,0.0,0.0,4.0,3.0,10.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,163.0,150.0,257.0,22.0,10.0,0.0,64.0,55.0,360.0,Khuliso Mudau,1,2026,2026,4,0.0,0.0,0.0,1.0,0.75,2.5,0.25,0.0,0.0,0.75,0.25,40.75,37.5,16.0,13.75,64.25,17.85235798499464,60.81189710610932,34.61414790996785,54.38102893890675,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,42.95953912111468,19.53465109019268,41.91485798499464
937937,1.0,10,6.0,4.0,22.0,9.0,10.0,9.0,10.0,0.0,0.0,2.0,25.0,4.0,223.0,183.0,377.0,38.0,57.0,1.0,148.0,117.0,629.0,Gonzalo Plata,2,2022,2026,7,0.1430842607313195,1.4308426073131957,0.8585055643879174,3.14785373608903,1.287758346581876,1.4308426073131957,1.4308426073131957,0.0,0.0,3.5771065182829886,0.5723370429252782,31.90779014308426,26.18441971383148,21.176470588235293,16.740858505564386,53.94276629570747,71.66398713826368,70.41800643086816,57.78135048231512,45.16479099678456,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,26.49919614147912,12.426701765295368,61.25703376205789
940751,0.0,14,5.0,4.0,39.0,13.0,10.0,4.0,4.0,0.0,2.0,0.0,28.0,4.0,358.0,266.0,645.0,50.0,63.0,1.0,194.0,128.0,801.0,Hussein Al Sulaimani,3,1998,2006,9,0.0,1.5730337078651684,0.5617977528089887,4.382022471910112,1.4606741573033708,1.1235955056179774,0.449438202247191,0.0,0.2247191011235955,3.1460674157303368,0.449438202247191,40.2247191011236,29.8876404494382,21.797752808988765,14.382022471910112,72.47191011235955,55.66050375133977,71.2218649517685,56.10530546623794,58.90675241157557,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.561361200428728,7.308171305033669,60.47360664523043
941168,0.0,1,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,361.0,345.0,416.0,16.0,15.0,0.0,162.0,148.0,507.0,William Saliba,2,2022,2026,7,0.0,0.1775147928994082,0.0,0.3550295857988165,0.3550295857988165,0.1775147928994082,0.3550295857988165,0.0,0.0,0.0,0.0,64.08284023668638,61.242603550295854,28.75739644970414,26.272189349112423,73.84615384615384,20.09646302250804,19.17872454448017,23.512861736334408,89.02733118971061,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,69.84860664523043,34.10002066666707,37.953845123258304
944068,0.0,0,0.0,0.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,198.0,183.0,233.0,14.0,14.0,0.0,97.0,86.0,346.0,Erik Lira,1,2026,2026,4,0.0,0.0,0.0,0.7803468208092486,0.5202312138728323,1.0404624277456649,1.300578034682081,0.2601156069364161,0.2601156069364161,0.5202312138728323,0.0,51.5028901734104,47.60115606936416,25.23121387283237,22.36994219653179,60.60693641618497,17.85235798499464,40.80921757770633,57.166398713826354,75.57877813504822,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.72642015005359,24.5296524913382,47.85168810289389
944327,2.0,16,8.0,5.0,19.0,10.0,16.0,5.0,2.0,0.0,0.0,2.0,11.0,1.0,92.0,70.0,213.0,37.0,27.0,0.0,68.0,49.0,408.0,Dan Ndoye,1,2026,2026,6,0.4411764705882353,3.5294117647058822,1.7647058823529411,4.191176470588236,2.2058823529411766,3.5294117647058822,0.4411764705882353,0.0,0.0,2.4264705882352944,0.2205882352941176,20.294117647058822,15.441176470588236,15.0,10.808823529411764,46.98529411764706,94.34619506966771,91.07717041800645,42.63263665594855,17.990353697749196,True,True,False,False,2,False,False,False,False,0,False,False,False,False,0,True,True,False,False,2,76.35584137191852,37.42881120285938,61.511588960342976
944656,5.0,22,13.0,5.0,9.0,3.0,6.0,24.0,7.0,0.0,0.0,4.0,5.0,2.0,324.0,268.0,472.0,23.0,69.0,0.0,229.0,188.0,1068.0,Julián Alvarez,2,2022,2026,15,0.4213483146067415,1.8539325842696628,1.095505617977528,0.7584269662921348,0.2528089887640449,0.5056179775280899,0.5898876404494382,0.0,0.0,0.4213483146067415,0.1685393258426966,27.30337078651685,22.584269662921347,19.297752808988765,15.842696629213483,39.7752808988764,83.62808145766344,25.34833869239014,35.040192926045016,31.15755627009646,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,58.2797427652733,26.853338180072644,43.79354233654876
945798,0.0,2,2.0,0.0,11.0,6.0,5.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,175.0,152.0,307.0,32.0,19.0,0.0,104.0,87.0,402.0,Djed Spence,1,2026,2026,8,0.0,0.4477611940298507,0.4477611940298507,2.462686567164179,1.343283582089552,1.1194029850746268,0.0,0.0,0.0,1.343283582089552,0.0,39.179104477611936,34.02985074626866,23.28358208955224,19.477611940298505,68.73134328358209,41.41881028938906,64.30198285101822,28.131028938906752,65.48231511254019,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,37.35128617363344,18.22111104840958,49.83353429796356
946158,1.0,2,1.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,151.0,109.0,188.0,11.0,15.0,0.0,70.0,41.0,270.0,Mohammed Salisu,1,2022,2022,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,50.333333333333336,36.333333333333336,23.33333333333333,13.666666666666666,62.66666666666666,60.98606645230439,7.428992497320472,26.19774919614148,63.60932475884245,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.180332261521976,27.37637457644229,39.55553322615219
948261,0.0,3,1.0,0.0,8.0,5.0,5.0,5.0,7.0,1.0,2.0,0.0,5.0,1.0,121.0,101.0,175.0,17.0,18.0,0.0,82.0,66.0,349.0,Morgan Rogers,1,2026,2026,7,0.0,0.7736389684813754,0.2578796561604584,2.0630372492836675,1.2893982808022924,1.2893982808022924,1.805157593123209,0.2578796561604584,0.5157593123209169,1.2893982808022924,0.2578796561604584,31.20343839541547,26.045845272206304,21.146131805157594,17.020057306590257,45.12893982808023,41.38531618435156,63.61870310825295,73.67765273311898,40.72347266881029,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,32.95418006430869,16.454251119562507,54.85128617363344
954836,0.0,1,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,335.0,303.0,387.0,15.0,10.0,0.0,102.0,76.0,450.0,Josip Šutalo,2,2022,2026,5,0.0,0.2,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.2,0.2,67.0,60.6,20.4,15.2,77.4,20.418006430868164,22.575026795284032,27.073954983922828,76.80064308681673,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.38263665594857,26.865959612794537,36.71690782422294
957615,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,122.0,108.0,138.0,6.0,12.0,0.0,34.0,23.0,270.0,Robin Hranáč,1,2026,2026,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,40.66666666666666,36.0,11.333333333333334,7.666666666666667,46.0,17.85235798499464,4.642282958199357,22.889871382636656,34.393086816720256,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.7508038585209,12.328446484277874,19.944399785637728
958959,0.0,0,0.0,0.0,5.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,307.0,278.0,375.0,24.0,22.0,0.0,137.0,119.0,390.0,Jurriën Timber,1,2022,2022,4,0.0,0.0,0.0,1.153846153846154,0.9230769230769232,0.9230769230769232,0.0,0.0,0.0,0.2307692307692307,0.2307692307692307,70.84615384615385,64.15384615384616,31.615384615384617,27.461538461538463,86.53846153846155,17.85235798499464,47.03242229367632,27.749196141479104,93.709807073955,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,75.85744908896037,33.67145105796489,46.58594587352627
960080,1.0,8,3.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,51.0,39.0,93.0,10.0,19.0,0.0,43.0,32.0,320.0,Boulaye Dia,1,2022,2022,4,0.28125,2.25,0.84375,0.5625,0.28125,0.84375,0.28125,0.0,0.0,0.28125,0.0,14.34375,10.96875,12.09375,9.0,26.15625,81.28349410503752,28.885316184351552,25.116559485530548,7.142282958199357,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,74.14121114683816,31.89468401616131,35.606913183279744
960441,3.0,6,5.0,0.0,8.0,4.0,4.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,108.0,77.0,189.0,27.0,27.0,0.0,92.0,63.0,368.0,Charles De Ketelaere,2,2022,2026,6,0.7336956521739131,1.4673913043478262,1.2228260869565215,1.956521739130435,0.9782608695652176,0.9782608695652176,1.4673913043478262,0.2445652173913043,0.0,0.7336956521739131,0.0,26.41304347826087,18.83152173913044,22.5,15.407608695652176,46.22282608695652,83.84914255091104,54.340836012861736,49.42122186495177,33.360128617363344,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,50.489013933547696,21.07034608158214,55.24283226152197
962012,1.0,3,2.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,371.0,343.0,416.0,22.0,13.0,0.0,217.0,192.0,390.0,Jan Paul van Hecke,1,2026,2026,4,0.2307692307692307,0.6923076923076924,0.4615384615384615,0.0,0.0,0.4615384615384615,0.4615384615384615,0.0,0.0,0.2307692307692307,0.0,85.61538461538463,79.15384615384616,50.07692307692308,44.30769230769232,96.0,61.52867095391212,8.909431939978564,26.84485530546624,99.15594855305466,False,False,False,True,1,False,False,False,True,1,False,False,False,True,1,False,False,False,True,1,90.2465166130761,39.87749028861052,49.109726688102896
964994,1.0,3,1.0,1.0,3.0,1.0,9.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,601.0,537.0,725.0,27.0,24.0,0.0,215.0,165.0,852.0,Joško Gvardiol,2,2022,2026,11,0.1056338028169014,0.3169014084507042,0.1056338028169014,0.3169014084507042,0.1056338028169014,0.9507042253521126,0.1056338028169014,0.0,0.0,0.1056338028169014,0.0,63.485915492957744,56.725352112676056,22.711267605633804,17.429577464788732,76.58450704225352,40.13263665594855,23.285101822079312,22.0016077170418,80.0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.9983922829582,27.05553061178991,41.354836548767416
965263,0.0,3,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,214.0,168.0,275.0,26.0,18.0,0.0,91.0,57.0,360.0,Gustaf Lagerbielke,1,2026,2026,4,0.0,0.75,0.25,0.5,0.5,0.75,0.25,0.0,0.0,0.25,0.0,53.5,42.0,22.75,14.25,68.75,40.68863879957128,31.44426580921758,24.29260450160772,69.92765273311898,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.635048231511256,20.04969506039265,41.58829046087889
966547,0.0,6,1.0,1.0,13.0,5.0,3.0,2.0,9.0,0.0,3.0,1.0,21.0,8.0,91.0,80.0,173.0,14.0,15.0,0.0,73.0,63.0,288.0,Noni Madueke,1,2026,2026,5,0.0,1.875,0.3125,4.0625,1.5625,0.9375,2.8125,0.0,0.9375,6.5625,2.5,28.4375,25.0,22.8125,19.6875,54.0625,52.371382636655945,67.97963558413718,84.63424437299037,46.09324758842443,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,38.540996784565934,17.237853679549666,62.769627545551984
966797,0.0,2,1.0,1.0,8.0,2.0,14.0,13.0,2.0,0.0,0.0,0.0,6.0,1.0,320.0,272.0,464.0,51.0,39.0,0.0,135.0,105.0,495.0,José Salvador Carmona,2,1998,2002,6,0.0,0.3636363636363636,0.1818181818181818,1.4545454545454546,0.3636363636363636,2.5454545454545454,0.3636363636363636,0.0,0.0,1.0909090909090908,0.1818181818181818,58.18181818181818,49.45454545454545,24.545454545454547,19.09090909090909,84.36363636363636,32.30841371918542,58.17926045016077,36.945337620578776,82.72106109324758,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,50.41264737406217,23.059403552004497,52.53851822079314
966849,0.0,3,0.0,1.0,4.0,3.0,7.0,11.0,3.0,0.0,0.0,0.0,14.0,2.0,187.0,146.0,323.0,34.0,25.0,0.0,108.0,85.0,539.0,Saud Abdulhamid,2,2022,2026,6,0.0,0.5009276437847866,0.0,0.6679035250463822,0.5009276437847866,1.1688311688311688,0.5009276437847866,0.0,0.0,2.3376623376623376,0.3339517625231911,31.22448979591837,24.37847866419295,18.03339517625232,14.192949907235622,53.93320964749536,26.34646302250804,40.83601286173633,45.7355305466238,37.96623794212219,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.38906752411576,8.233594559227205,37.721061093247584
967032,2.0,10,2.0,6.0,10.0,3.0,13.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,205.0,174.0,287.0,24.0,23.0,0.0,132.0,107.0,366.0,Emam Ashour,1,2026,2026,5,0.4918032786885246,2.459016393442623,0.4918032786885246,2.459016393442623,0.7377049180327869,3.19672131147541,0.9836065573770492,0.0,0.0,0.9836065573770492,0.2459016393442623,50.40983606557377,42.78688524590165,32.459016393442624,26.311475409836067,70.57377049180329,80.67390139335477,72.62861736334405,42.86575562700965,83.74598070739549,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,40.88022508038584,18.673146186005827,69.978563772776
971553,0.0,2,1.0,1.0,3.0,1.0,7.0,10.0,2.0,0.0,0.0,0.0,11.0,1.0,210.0,146.0,363.0,35.0,22.0,0.0,126.0,80.0,540.0,Yong Lee,2,2014,2018,6,0.0,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,1.1666666666666667,0.3333333333333333,0.0,0.0,1.8333333333333333,0.1666666666666666,35.0,24.33333333333333,21.0,13.333333333333334,60.5,30.767684887459808,30.37915326902465,38.81028938906753,45.22106109324759,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,14.841907824222943,7.107500766293631,36.294547159699896
973290,0.0,11,3.0,4.0,33.0,12.0,14.0,11.0,7.0,1.0,1.0,3.0,25.0,5.0,160.0,124.0,330.0,36.0,62.0,0.0,127.0,100.0,641.0,Tajon Buchanan,2,2022,2026,8,0.0,1.544461778471139,0.421216848673947,4.633385335413417,1.684867394695788,1.965678627145086,0.982839313572543,0.140405616224649,0.140405616224649,3.510140405616225,0.702028081123245,22.46489859594384,17.410296411856475,17.83151326053042,14.0405616224649,46.33385335413417,53.322615219721335,82.90460878885317,69.70257234726688,25.514469453376204,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.39013933547696,24.72717905210477,57.86106645230439
973437,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,142.0,177.0,9.0,4.0,0.0,37.0,33.0,280.0,Odilon Kossounou,1,2026,2026,4,0.0,0.0,0.0,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.0,0.0,0.0,0.0,0.0,48.21428571428572,45.64285714285714,11.892857142857142,10.607142857142858,56.89285714285714,17.85235798499464,17.664790996784564,18.938906752411576,49.95980707395498,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,32.295016077170416,15.913808856204584,26.10396570203644
973556,1.0,8,1.0,4.0,29.0,13.0,9.0,3.0,6.0,2.0,2.0,1.0,5.0,3.0,72.0,57.0,165.0,27.0,37.0,0.0,40.0,30.0,387.0,Julio Enciso,1,2026,2026,5,0.2325581395348837,1.8604651162790695,0.2325581395348837,6.744186046511628,3.0232558139534884,2.0930232558139537,1.3953488372093024,0.4651162790697674,0.4651162790697674,1.162790697674419,0.6976744186046512,16.74418604651163,13.255813953488373,9.30232558139535,6.976744186046512,38.372093023255815,65.30010718113613,91.13076098606643,77.38745980707395,6.137459807073955,False,True,False,False,1,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,84.99330117899248,37.419744884219625,59.98894694533762
974087,0.0,6,2.0,2.0,9.0,2.0,7.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,264.0,243.0,319.0,18.0,23.0,0.0,198.0,182.0,386.0,Manu Koné,1,2026,2026,5,0.0,1.3989637305699485,0.466321243523316,2.098445595854922,0.466321243523316,1.6321243523316062,0.6994818652849741,0.0,0.0,0.233160621761658,0.0,61.554404145077726,56.6580310880829,46.16580310880829,42.43523316062176,74.37823834196891,53.168542336548775,57.20793140407287,29.465434083601288,93.9951768488746,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,64.52974276527331,26.664588528667284,58.459271168274384
974505,3.0,20,7.0,7.0,17.0,10.0,12.0,19.0,10.0,1.0,1.0,0.0,7.0,3.0,979.0,888.0,1176.0,68.0,67.0,1.0,559.0,493.0,1226.0,Enzo Fernández,2,2022,2026,14,0.2202283849918434,1.468189233278956,0.5138662316476346,1.2479608482871123,0.734094616639478,0.8809135399673736,0.734094616639478,0.0734094616639478,0.0734094616639478,0.5138662316476346,0.2202283849918434,71.86786296900489,65.18760195758564,41.03588907014682,36.190864600326265,86.3295269168026,69.60075026795283,44.52706323687031,50.7636655948553,97.21061093247587,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,52.68354769560556,23.66009313202152,65.52552250803858
975798,2.0,8,4.0,1.0,14.0,6.0,13.0,3.0,7.0,1.0,2.0,1.0,14.0,4.0,150.0,118.0,277.0,31.0,37.0,0.0,103.0,74.0,365.0,Malik Tillman,1,2026,2026,5,0.4931506849315069,1.9726027397260275,0.9863013698630138,3.452054794520548,1.479452054794521,3.205479452054795,1.726027397260274,0.2465753424657534,0.4931506849315069,3.452054794520548,0.9863013698630138,36.98630136986301,29.095890410958905,25.39726027397261,18.246575342465757,68.3013698630137,83.84244372990354,84.63960342979637,84.71061093247589,61.61575562700965,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,23.09485530546624,11.397696379802024,78.70210342979637
976037,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,174.0,237.0,5.0,6.0,0.0,56.0,31.0,356.0,Jakub Kiwior,1,2022,2022,4,0.0,0.2528089887640449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.82584269662921,43.98876404494382,14.157303370786517,7.837078651685393,59.91573033707865,21.69748124330118,4.642282958199357,18.938906752411576,51.51125401929261,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.86897106109325,19.683754459827817,24.19748124330118
976575,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,154.0,141.0,195.0,14.0,4.0,0.0,74.0,67.0,315.0,Nicolas Seiwald,1,2026,2026,4,0.0,0.8571428571428571,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.8571428571428571,0.2857142857142857,44.0,40.285714285714285,21.142857142857142,19.142857142857142,55.71428571428572,31.203108252947484,16.231243301178992,36.13745980707396,62.540192926045016,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.30894962486602,19.29680031398156,36.52800107181137
978838,0.0,20,5.0,9.0,33.0,16.0,16.0,5.0,18.0,7.0,7.0,3.0,21.0,5.0,411.0,356.0,590.0,48.0,44.0,2.0,312.0,262.0,650.0,Michael Olise,1,2026,2026,8,0.0,2.769230769230769,0.6923076923076923,4.569230769230769,2.2153846153846155,2.2153846153846155,2.4923076923076923,0.9692307692307692,0.9692307692307692,2.907692307692308,0.6923076923076923,56.90769230769231,49.292307692307695,43.2,36.27692307692308,81.6923076923077,64.85798499464094,87.20525187566989,89.15996784565917,93.68971061093248,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,True,True,True,3,28.831725616291536,12.869999995753815,83.72822883172563
979480,0.0,1,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,240.0,219.0,296.0,20.0,12.0,0.0,77.0,63.0,360.0,Willian Pacho,1,2026,2026,4,0.0,0.25,0.25,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.0,60.0,54.75,19.25,15.75,74.0,31.92658092175777,17.82556270096463,21.42282958199357,74.03938906752411,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.21382636655949,25.85873974254205,36.30359056806002
983815,0.0,4,1.0,2.0,10.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,8.0,0.0,172.0,149.0,233.0,18.0,22.0,0.0,110.0,90.0,345.0,Yunus Musah,1,2022,2022,4,0.0,1.0434782608695652,0.2608695652173913,2.608695652173913,1.0434782608695652,0.7826086956521738,0.7826086956521738,0.0,0.0,2.0869565217391304,0.0,44.869565217391305,38.869565217391305,28.695652173913043,23.47826086956521,60.78260869565217,44.748124330117896,56.57154340836013,39.30064308681672,73.03054662379421,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.72990353697749,14.933890090355629,53.41271436227223
984419,0.0,7,3.0,2.0,7.0,4.0,7.0,10.0,12.0,0.0,3.0,2.0,27.0,6.0,340.0,271.0,553.0,27.0,29.0,0.0,214.0,164.0,720.0,Alistair Johnston,2,2022,2026,8,0.0,0.875,0.375,0.875,0.5,0.875,1.5,0.0,0.375,3.375,0.75,42.5,33.875,26.75,20.5,69.125,46.38263665594855,37.63397642015005,71.07315112540194,70.55868167202573,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.43917470525189,17.01254687237438,56.41211146838157
985823,2.0,9,4.0,3.0,3.0,2.0,4.0,7.0,4.0,1.0,1.0,1.0,0.0,0.0,50.0,34.0,106.0,14.0,25.0,0.0,35.0,23.0,369.0,Ayase Ueda,2,2022,2026,5,0.4878048780487805,2.1951219512195124,0.9756097560975612,0.7317073170731708,0.4878048780487805,0.9756097560975612,0.9756097560975612,0.2439024390243902,0.2439024390243902,0.0,0.0,12.195121951219512,8.292682926829269,8.536585365853659,5.609756097560976,25.853658536585368,85.2090032154341,37.21195069667738,48.29180064308681,2.757234726688103,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,82.451768488746,33.97079412743176,43.36749732047159
987650,1.0,7,2.0,3.0,6.0,1.0,9.0,9.0,9.0,0.0,3.0,0.0,16.0,6.0,452.0,393.0,545.0,29.0,27.0,0.0,272.0,226.0,629.0,Moisés Caicedo,2,2022,2026,7,0.1430842607313195,1.0015898251192368,0.2861685214626391,0.8585055643879174,0.1430842607313195,1.287758346581876,1.287758346581876,0.0,0.4292527821939587,2.289348171701113,0.8585055643879174,64.67408585055644,56.232114467408586,38.91891891891892,32.33704292527822,77.98092209856915,57.991693461950696,35.684619506966776,68.44051446945338,93.85048231511254,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,58.16586280814577,24.14283686697174,63.99182743837085
988218,0.0,3,0.0,3.0,11.0,5.0,8.0,9.0,4.0,0.0,0.0,1.0,2.0,0.0,44.0,31.0,91.0,18.0,41.0,0.0,35.0,24.0,270.0,Hossam Hassan,1,1990,1990,3,0.0,1.0,0.0,3.6666666666666665,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,14.666666666666666,10.333333333333334,11.666666666666666,8.0,30.33333333333333,32.804126473740624,85.12191854233656,37.84163987138263,5.97266881028939,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,79.14924973204717,32.9116428605335,40.435088424437296
989768,1.0,3,1.0,0.0,21.0,8.0,14.0,3.0,12.0,0.0,4.0,0.0,21.0,6.0,276.0,243.0,428.0,35.0,33.0,1.0,175.0,148.0,439.0,Nuno Mendes,2,2022,2026,6,0.20501138952164,0.6150341685649202,0.20501138952164,4.305239179954442,1.6400911161731206,2.870159453302961,2.460136674259681,0.0,0.8200455580865603,4.305239179954442,1.2300683371298404,56.58314350797266,49.81776765375854,35.876993166287015,30.34168564920273,87.74487471526196,51.138799571275456,87.15836012861736,80.40594855305467,92.53215434083602,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,True,False,True,2,41.39335476956056,18.459194105903503,77.80881564844587
989801,0.0,2,1.0,1.0,9.0,5.0,6.0,9.0,1.0,0.0,0.0,0.0,10.0,1.0,109.0,66.0,253.0,45.0,30.0,0.0,50.0,22.0,439.0,Juan Cáceres,1,2026,2026,5,0.0,0.4100227790432801,0.20501138952164,1.8451025056947608,1.0250569476082003,1.2300683371298404,0.20501138952164,0.0,0.0,2.0501138952164006,0.20501138952164,22.346241457858767,13.530751708428244,10.250569476082005,4.5102505694760815,51.867881548974935,33.66157556270097,58.72856377277599,38.26366559485531,12.226688102893892,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.5018756698821,19.07910774068813,35.72012325830654
