id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,totalOppositionHalfPasses,accurateOppositionHalfPasses,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played,goals_per90,totalShots_per90,onTargetScoringAttempt_per90,totalContest_per90,wonContest_per90,wasFouled_per90,keyPass_per90,goalAssist_per90,bigChanceCreated_per90,totalCross_per90,accurateCross_per90,totalPass_per90,accuratePass_per90,totalOppositionHalfPasses_per90,accurateOppositionHalfPasses_per90,touches_per90
15576,0.0,4,2.0,1.0,8.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,13.0,1.0,126.0,85.0,289.0,29.0,22.0,0.0,76.0,47.0,480.0,Yuichi Komano,2,2006,2010,5,0.0,0.75,0.375,1.5,1.125,0.75,0.375,0.1875,0.0,2.4375,0.1875,23.625,15.9375,14.25,8.8125,54.1875
15583,1.0,3,2.0,0.0,5.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,28.0,6.0,234.0,196.0,311.0,12.0,24.0,0.0,149.0,123.0,470.0,Yasuhito Endo,2,2010,2014,6,0.19148936170212766,0.5744680851063829,0.3829787234042553,0.9574468085106382,0.19148936170212766,0.19148936170212766,1.9148936170212765,0.0,0.0,5.361702127659575,1.1489361702127658,44.80851063829787,37.53191489361702,28.53191489361702,23.5531914893617,59.5531914893617
15601,0.0,3,1.0,2.0,5.0,3.0,9.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0,188.0,346.0,44.0,29.0,0.0,68.0,41.0,540.0,Redha Tukar,2,2002,2006,6,0.0,0.5,0.16666666666666666,0.8333333333333334,0.5,1.5,0.0,0.0,0.0,0.0,0.0,38.166666666666664,31.333333333333332,11.333333333333334,6.833333333333333,57.666666666666664
15602,0.0,1,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,101.0,154.0,11.0,11.0,0.0,37.0,26.0,270.0,Hamad Al Montashari,1,2006,2006,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,39.333333333333336,33.666666666666664,12.333333333333334,8.666666666666666,51.333333333333336
15609,0.0,1,0.0,1.0,12.0,6.0,8.0,9.0,6.0,1.0,2.0,1.0,4.0,1.0,147.0,110.0,224.0,27.0,34.0,0.0,96.0,64.0,336.0,Mohammed Noor,2,2002,2006,5,0.0,0.26785714285714285,0.0,3.2142857142857144,1.6071428571428572,2.142857142857143,1.6071428571428572,0.26785714285714285,0.5357142857142857,1.0714285714285714,0.26785714285714285,39.375,29.464285714285715,25.714285714285715,17.142857142857142,60.0
15610,0.0,1,0.0,1.0,3.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,91.0,75.0,145.0,18.0,29.0,0.0,48.0,37.0,270.0,Saud Kariri,1,2006,2006,3,0.0,0.3333333333333333,0.0,1.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.3333333333333333,0.0,30.333333333333332,25.0,16.0,12.333333333333334,48.333333333333336
15634,0.0,0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,0.0,7.0,1.0,113.0,81.0,191.0,11.0,20.0,0.0,71.0,47.0,270.0,Bojan Jokić,1,2010,2010,3,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,2.3333333333333335,0.3333333333333333,37.666666666666664,27.0,23.666666666666668,15.666666666666666,63.666666666666664
15684,0.0,2,0.0,2.0,0.0,0.0,3.0,11.0,5.0,0.0,1.0,0.0,1.0,1.0,409.0,338.0,516.0,31.0,33.0,0.0,188.0,130.0,698.0,Gonzalo Jara,2,2010,2014,8,0.0,0.25787965616045844,0.0,0.0,0.0,0.3868194842406877,0.6446991404011462,0.0,0.12893982808022922,0.12893982808022922,0.12893982808022922,52.73638968481375,43.58166189111748,24.240687679083095,16.7621776504298,66.53295128939828
15758,0.0,7,1.0,5.0,5.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,18.0,5.0,151.0,123.0,244.0,15.0,26.0,0.0,83.0,61.0,270.0,Mariano Andres Pernia,1,2006,2006,3,0.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.0,0.0,6.0,1.6666666666666667,50.333333333333336,41.0,27.666666666666668,20.333333333333332,81.33333333333333
15761,2.0,19,5.0,5.0,19.0,7.0,15.0,11.0,6.0,1.0,1.0,1.0,4.0,0.0,110.0,82.0,221.0,33.0,53.0,1.0,85.0,63.0,474.0,Andriy Shevchenko,1,2006,2006,5,0.379746835443038,3.607594936708861,0.949367088607595,3.607594936708861,1.3291139240506329,2.848101265822785,1.139240506329114,0.189873417721519,0.189873417721519,0.759493670886076,0.0,20.88607594936709,15.569620253164556,16.139240506329113,11.962025316455696,41.962025316455694
